tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	7069925	7069925	1293895	NA	1426248	961142	NA	0
1	1	4103275	11173200	1305456	NA	1607529	1521630	NA	0
2	1	7176133	18349333	1321905	NA	1916874	2492505	NA	0
3	1	6224340	24573673	1334699	NA	2177329	3311343	NA	0
4	1	8166516	32740189	1397579	NA	2555585	4343016	NA	0
5	1	6348398	39088587	1408852	NA	2819373	5167093	NA	0
6	1	7789896	46878483	1455189	NA	3197669	6193849	NA	0
7	1	3233616	50112099	1458954	NA	3334402	6636566	NA	0
8	1	5851842	55963941	1469304	NA	3577067	7380411	NA	0
9	1	6238873	62202814	1475468	NA	3838057	8199222	NA	0
10	1	3218884	65421698	1478411	NA	3973118	8641131	NA	0
11	1	6381050	71802748	1491519	NA	4240845	9465902	NA	0
12	1	5611209	77413957	1496984	NA	4468435	10175497	NA	0
13	1	7574081	84988038	1525298	NA	4793849	11168260	NA	0
14	1	7652092	92640130	1554317	NA	5162582	12184699	NA	0
15	1	24011	92664141	1555197	NA	5164002	12189206	NA	0
16	1	24039	92688180	1555435	NA	5165225	12193713	NA	0
17	1	6349276	99037456	1566361	NA	5427609	13016216	NA	0
18	1	6803954	105841410	1573799	NA	5718408	13933569	NA	0
19	1	7471485	113312895	1591012	NA	6044374	14934739	NA	0
20	1	23828	113336723	1591233	NA	6045593	14939237	NA	0
21	1	3789287	117126010	1600459	NA	6210862	15458793	NA	0
22	1	6342375	123468385	1609135	NA	6480282	16288674	NA	0
23	1	6258057	129726442	1627915	NA	6745041	17084396	NA	0
24	1	3474858	133201300	1636781	NA	6895636	17549075	NA	0
25	1	7039799	140241099	1645057	NA	7194590	18496626	NA	0
26	1	3303754	143544853	1646321	NA	7333243	18954377	NA	0
27	1	3072809	146617662	1649332	NA	7459017	19364210	NA	0
28	1	7792239	154409901	1689485	NA	7798495	20360128	NA	0
29	1	6254866	160664767	1695525	NA	8056382	21178188	NA	0
30	1	6287332	166952099	1702427	NA	8316943	21998094	NA	0
31	1	4536210	171488309	1711393	NA	8497753	22536393	NA	0
32	1	8107854	179596163	1766650	NA	8854351	23555619	NA	0
33	1	7076256	186672419	1778374	NA	9153009	24502663	NA	0
34	1	5487586	192160005	1781475	NA	9374726	25200151	NA	0
35	1	7389537	199549542	1815108	NA	9690589	26129700	NA	0
36	1	7130980	206680522	1823962	NA	9995321	27092755	NA	0
37	1	7325119	214005641	1841921	NA	10316182	28062901	NA	0
38	1	8429800	222435441	1917570	NA	10670208	29030100	NA	0
39	1	8200336	230635777	1971479	NA	11020886	30046635	NA	0
40	1	5437100	236072877	1975192	NA	11240988	30732512	NA	0
41	1	6260569	242333446	1981449	NA	11505049	31555845	NA	0
42	1	6811262	249144708	2008329	NA	11788494	32407187	NA	0
43	1	7622579	256767287	2039432	NA	12126526	33408859	NA	0
44	1	6603791	263371078	2060383	NA	12414913	34253148	NA	0
45	1	5641210	269012288	2067452	NA	12657344	34977390	NA	0
46	1	7504302	276516590	2093383	NA	12978333	35972663	NA	0
47	1	3837985	280354575	2096278	NA	13142352	36488793	NA	0
48	1	6818735	287173310	2106522	NA	13424907	37389890	NA	0
49	1	7176383	294349693	2115111	NA	13725522	38359301	NA	0
50	1	23896	294373589	2115337	NA	13726680	38363813	NA	0
51	1	7933729	302307318	2158283	NA	14073493	39379214	NA	0
52	1	6545807	308853125	2166254	NA	14347318	40237493	NA	0
53	1	9246475	318099600	2282389	NA	14766728	41330380	NA	0
54	1	7889281	325988881	2326159	NA	15108513	42338283	NA	0
55	1	7291990	333280871	2340515	NA	15414959	43311395	NA	0
56	1	7018789	340299660	2342140	NA	15705932	44270632	NA	0
57	1	7675843	347975503	2372432	NA	16034093	45268971	NA	0
58	1	7893651	355869154	2413892	NA	16376277	46279641	NA	0
59	1	7760129	363629283	2445504	NA	16713895	47299965	NA	0
60	1	8829865	372459148	2522501	NA	17098577	48373339	NA	0
61	1	7029464	379488612	2524774	NA	17390983	49333772	NA	0
62	1	7310945	386799557	2540668	NA	17706906	50310181	NA	0
63	1	7311242	394110799	2556455	NA	18013246	51283577	NA	0
64	1	10713787	404824586	2752411	NA	18506828	52440416	NA	0
65	1	7146822	411971408	2760046	NA	18804841	53406742	NA	0
66	1	7024696	418996104	2762078	NA	19098942	54365033	NA	0
67	1	9900023	428896127	2920162	NA	19545525	55474055	NA	0
68	1	7082316	435978443	2924932	NA	19841103	56437731	NA	0
69	1	8130339	444108782	2984309	NA	20197984	57470988	NA	0
70	1	7118223	451227005	2990673	NA	20495399	58435560	NA	0
71	1	6389120	457616125	3000819	NA	20764619	59270366	NA	0
72	1	7062701	464678826	3004216	NA	21057617	60231987	NA	0
73	1	7452955	472131781	3022316	NA	21372901	61223225	NA	0
74	1	10033040	482164821	3173775	NA	21809258	62342655	NA	0
75	1	6970124	489134945	3177117	NA	22106279	63292028	NA	0
76	1	8059591	497194536	3228238	NA	22436563	64278707	NA	0
77	1	7154708	504349244	3236589	NA	22739516	65246415	NA	0
