tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	1111313	1111313	198614	NA	258121	170739	NA	0
1	1	1104640	2215953	198858	NA	309518	340896	NA	0
2	1	1111427	3327380	199356	NA	361383	511506	NA	0
3	1	1123736	4451116	200195	NA	414351	682634	NA	0
4	1	1119581	5570697	201090	NA	467121	853690	NA	0
5	1	1109391	6680088	201526	NA	519775	1024558	NA	0
6	1	1224270	7904358	211293	NA	596389	1212315	NA	0
7	1	1126667	9031025	212386	NA	649546	1383685	NA	0
8	1	1369741	10400766	228917	NA	745537	1592859	NA	0
9	1	1168350	11569116	231603	NA	806900	1772296	NA	0
10	1	214310	11783426	233064	NA	817294	1803089	NA	0
11	1	858997	12642423	235737	NA	857577	1931191	NA	0
12	1	221150	12863573	236062	NA	867049	1963149	NA	0
13	1	919338	13782911	237277	NA	911381	2104302	NA	0
14	1	1813167	15596078	307113	NA	1134827	2360478	NA	0
15	1	1343775	16939853	307967	NA	1198016	2560340	NA	0
16	1	840989	17780842	308306	NA	1238130	2690898	NA	0
17	1	1361166	19142008	316370	NA	1320379	2900948	NA	0
18	1	1065261	20207269	316867	NA	1369009	3060273	NA	0
19	1	1155706	21362975	325976	NA	1439512	3240176	NA	0
20	1	1254613	22617588	327243	NA	1502472	3433280	NA	0
21	1	2156053	24773641	360453	NA	1671432	3763567	NA	0
22	1	630003	25403644	360808	NA	1699305	3856965	NA	0
23	1	1446429	26850073	361670	NA	1771186	4079436	NA	0
24	1	1543572	28393645	362082	NA	1845527	4315440	NA	0
25	1	210007	28603652	362371	NA	1853908	4345319	NA	0
26	1	1341834	29945486	363691	NA	1921833	4554163	NA	0
27	1	11192	29956678	363915	NA	1922990	4556331	NA	0
28	1	746326	30703004	364355	NA	1957657	4669862	NA	0
29	1	802893	31505897	364624	NA	1995786	4794443	NA	0
30	1	102214	31608111	364919	NA	2000332	4810399	NA	0
31	1	1150341	32758452	365689	NA	2057940	4988617	NA	0
32	1	1697061	34455513	369401	NA	2136955	5235346	NA	0
33	1	811031	35266544	369847	NA	2174989	5361232	NA	0
34	1	846319	36112863	370209	NA	2214784	5492515	NA	0
35	1	851146	36964009	370475	NA	2252581	5619186	NA	0
36	1	724853	37688862	370671	NA	2285315	5728477	NA	0
37	1	1144269	38833131	371111	NA	2339558	5905571	NA	0
38	1	622239	39455370	371302	NA	2366727	5997882	NA	0
39	1	1273377	40728747	371982	NA	2428413	6194833	NA	0
40	1	650986	41379733	372289	NA	2456713	6290898	NA	0
41	1	354545	41734278	372494	NA	2473242	6346393	NA	0
42	1	1149413	42883691	373631	NA	2530092	6524524	NA	0
43	1	1240270	44123961	373984	NA	2586975	6709495	NA	0
44	1	1705459	45829420	374738	NA	2670468	6970562	NA	0
45	1	1619994	47449414	375336	NA	2753496	7219040	NA	0
46	1	1113360	48562774	379015	NA	2817470	7390942	NA	0
47	1	17188	48579962	379430	NA	2818472	7394091	NA	0
48	1	803111	49383073	379826	NA	2856401	7518671	NA	0
49	1	898645	50281718	380230	NA	2899290	7657082	NA	0
50	1	1082936	51364654	380461	NA	2949783	7822996	NA	0
51	1	810229	52174883	380714	NA	2987828	7948512	NA	0
52	1	763024	52937907	381049	NA	3023178	8063486	NA	0
53	1	5297	52943204	381341	NA	3023631	8064576	NA	0
54	1	921806	53865010	381691	NA	3068286	8209186	NA	0
55	1	1507436	55372446	384746	NA	3147559	8440989	NA	0
56	1	610513	55982959	385185	NA	3171303	8522956	NA	0
57	1	58777	56041736	385673	NA	3173842	8532541	NA	0
58	1	915518	56957254	386208	NA	3218436	8673805	NA	0
59	1	1425503	58382757	386909	NA	3285970	8883463	NA	0
60	1	1084107	59466864	387296	NA	3336599	9049657	NA	0
61	1	622851	60089715	387534	NA	3363942	9142089	NA	0
62	1	1127345	61217060	388246	NA	3416156	9310543	NA	0
63	1	1539901	62756961	388516	NA	3488646	9544727	NA	0
64	1	650272	63407233	388843	NA	3517186	9640887	NA	0
65	1	904019	64311252	389467	NA	3561268	9779550	NA	0
66	1	820648	65131900	390261	NA	3598442	9900910	NA	0
67	1	578728	65710628	390520	NA	3620539	9978291	NA	0
68	1	11130	65721758	390776	NA	3621657	9980620	NA	0
69	1	1499149	67220907	391212	NA	3688753	10195176	NA	0
70	1	1435923	68656830	393356	NA	3764654	10417650	NA	0
71	1	1456269	70113099	393983	NA	3833102	10633064	NA	0
72	1	1057213	71170312	394393	NA	3884572	10797394	NA	0
73	1	1770010	72940322	396203	NA	3973205	11068065	NA	0
74	1	664725	73605047	396604	NA	4002901	11166817	NA	0
75	1	355364	73960411	396828	NA	4019798	11222593	NA	0
76	1	827991	74788402	397061	NA	4058617	11350155	NA	0
77	1	371917	75160319	397369	NA	4076298	11409030	NA	0
78	1	840575	76000894	397651	NA	4115738	11537890	NA	0
79	1	940358	76941252	398038	NA	4162027	11685131	NA	0
80	1	1421405	78362657	398349	NA	4230535	11903076	NA	0
81	1	1140109	79502766	398805	NA	4286082	12080104	NA	0
82	1	759822	80262588	399075	NA	4320984	12194511	NA	0
83	1	1645089	81907677	399737	NA	4400916	12444908	NA	0
84	1	1445789	83353466	400367	NA	4472761	12667257	NA	0
85	1	810229	84163695	400567	NA	4510941	12792789	NA	0
86	1	1342192	85505887	401600	NA	4575997	12997432	NA	0
87	1	768484	86274371	402344	NA	4612874	13113804	NA	0
88	1	1437020	87711391	403300	NA	4684955	13334136	NA	0
89	1	102624	87814015	403592	NA	4689402	13350095	NA	0
90	1	943068	88757083	403849	NA	4735223	13497646	NA	0
91	1	1225492	89982575	404417	NA	4798386	13689431	NA	0
92	1	1589878	91572453	405336	NA	4876343	13930358	NA	0
93	1	1096125	92668578	405530	NA	4927193	14098743	NA	0
94	1	1097655	93766233	405798	NA	4978165	14267437	NA	0
95	1	2060575	95826808	406569	NA	5071863	14575136	NA	0
96	1	1098560	96925368	406847	NA	5123378	14744120	NA	0
97	1	1591784	98517152	407261	NA	5197739	14985277	NA	0
98	1	2239326	100756478	426409	NA	5346872	15331858	NA	0
99	1	1587818	102344296	426616	NA	5420911	15572623	NA	0
100	1	1102324	103446620	427407	NA	5472195	15742143	NA	0
101	1	1257028	104703648	427670	NA	5531939	15936281	NA	0
102	1	1104566	105808214	428045	NA	5581981	16100113	NA	0
103	1	1305128	107113342	428604	NA	5646164	16300521	NA	0
104	1	1334678	108448020	429754	NA	5716168	16506735	NA	0
105	1	1482217	109930237	430276	NA	5785484	16726924	NA	0
106	1	1067317	110997554	430487	NA	5833494	16886441	NA	0
107	1	2148131	113145685	431922	NA	5933099	17208414	NA	0
108	1	1456734	114602419	432895	NA	6006150	17432492	NA	0
109	1	1944167	116546586	433760	NA	6098465	17729989	NA	0
110	1	1275060	117821646	434132	NA	6160233	17926713	NA	0
111	1	658225	118479871	434406	388779	6189099	18024100	NA	1
112	1	1315464	119795335	452965	388779	6253150	18226602	NA	0
113	1	1067085	120862420	453142	388779	6300947	18386293	NA	0
114	1	1707493	122569913	453737	388779	6383380	18645303	NA	0
115	1	1312724	123882637	454206	388779	6447472	18846932	NA	0
116	1	1318821	125201458	454834	388779	6513399	19049588	NA	0
117	1	1539510	126740968	455081	388779	6586233	19283925	NA	0
118	1	1737115	128478083	456356	388779	6664136	19535038	NA	0
119	1	1263854	129741937	456770	388779	6724363	19729463	NA	0
120	1	1185229	130927166	457171	388779	6780538	19912454	NA	0
121	1	1500925	132428091	457524	388779	6848819	20137086	NA	0
122	1	1500845	133928936	457859	388779	6916907	20361750	NA	0
123	1	1108849	135037785	458257	388779	6968750	20532219	NA	0
124	1	3707928	138745713	526140	388779	7158423	21104069	NA	0
125	1	2646392	141392105	527140	388779	7275333	21499503	NA	0
126	1	1329549	142721654	527900	388779	7339250	21703513	NA	0
127	1	1108022	143829676	528238	388779	7391018	21873928	NA	0
128	1	2099460	145929136	530261	388779	7484573	22187166	NA	0
129	1	1368541	147297677	531276	388779	7550114	22397681	NA	0
130	1	1297054	148594731	531621	388779	7611588	22596500	NA	0
131	1	214310	148809041	531673	388779	7619470	22627293	NA	0
132	1	858997	149668038	531725	388779	7657261	22755395	NA	0
133	1	221150	149889188	531777	388779	7665456	22787353	NA	0
134	1	919338	150808526	531829	388779	7707356	22928506	NA	0
135	1	1813167	152621693	531881	388779	7785290	23184682	NA	0
136	1	1343775	153965468	531933	388779	7846190	23384544	NA	0
137	1	840989	154806457	531985	388779	7884977	23515102	NA	0
138	1	1361166	156167623	532037	388779	7949641	23725152	NA	0
139	1	1065261	157232884	532089	388779	7997484	23884477	NA	0
140	1	1155669	158388553	532347	388779	8052542	24064381	NA	0
141	1	1254613	159643166	532399	388779	8111487	24257485	NA	0
142	1	2156016	161799182	532680	388779	8209427	24587777	NA	0
143	1	630003	162429185	532732	388779	8236806	24681175	NA	0
144	1	1446429	163875614	532784	388779	8305002	24903646	NA	0
145	1	1543572	165419186	532836	388779	8377675	25139650	NA	0
146	1	210007	165629193	532888	388779	8385453	25169529	NA	0
147	1	1341834	166971027	532940	388779	8450125	25378373	NA	0
148	1	11192	166982219	532991	388779	8450604	25380541	NA	0
149	1	746326	167728545	533043	388779	8484322	25494072	NA	0
150	1	802893	168531438	533095	388779	8521819	25618653	NA	0
151	1	102214	168633652	533147	388779	8525964	25634609	NA	0
152	1	1150341	169783993	533199	388779	8579961	25812827	NA	0
153	1	1697061	171481054	533251	388779	8655509	26059556	NA	0
154	1	811031	172292085	533303	388779	8693255	26185442	NA	0
155	1	846282	173138367	533401	388779	8732785	26316727	NA	0
156	1	851146	173989513	533453	388779	8770396	26443398	NA	0
157	1	724853	174714366	533505	388779	8802927	26552689	NA	0
158	1	1144269	175858635	533557	388779	8856398	26729783	NA	0
159	1	622239	176480874	533609	388779	8883374	26822094	NA	0
160	1	1273377	177754251	533661	388779	8943395	27019045	NA	0
161	1	650986	178405237	533713	388779	8971433	27115110	NA	0
162	1	354545	178759782	533765	388779	8987776	27170605	NA	0
163	1	1149413	179909195	533817	388779	9040679	27348736	NA	0
164	1	1240270	181149465	533869	388779	9097030	27533707	NA	0
165	1	1705459	182854924	533921	388779	9178033	27794774	NA	0
166	1	1619994	184474918	533973	388779	9254489	28043252	NA	0
167	1	1113286	185588204	534182	388779	9306307	28215158	NA	0
168	1	17188	185605392	534233	388779	9306980	28218307	NA	0
