tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	839260	839260	595244	NA	197085	128854	NA	0
1	1	5434195	6273455	824413	NA	1199272	899439	NA	0
2	1	5434195	11707650	824462	NA	1423056	1670024	NA	0
3	1	4094994	15802644	837940	NA	1626915	2291761	NA	0
4	1	4089591	19892235	838184	NA	1808947	2912510	NA	0
5	1	3444471	23336706	851038	NA	1989311	3441487	NA	0
6	1	3790236	27126942	859674	NA	2192859	4028828	NA	0
7	1	4336012	31462954	882496	NA	2482282	4697491	NA	0
8	1	3546232	35009186	884920	NA	2655981	5241128	NA	0
9	1	3274307	38283493	886071	NA	2803023	5739207	NA	0
10	1	3879853	42163346	886451	NA	2979852	6334741	NA	0
11	1	4098549	46261895	888719	NA	3190407	6957973	NA	0
12	1	3449557	49711452	891595	NA	3354746	7486862	NA	0
13	1	3879853	53591305	891647	NA	3530783	8082396	NA	0
14	1	4098549	57689854	891699	NA	3711313	8705628	NA	0
15	1	3449557	61139411	891751	NA	3863231	9234517	NA	0
16	1	3400600	64540011	893169	NA	4024750	9754269	NA	0
17	1	3320861	67860872	893740	NA	4173907	10267569	NA	0
18	1	3210935	71071807	894342	NA	4317821	10757767	NA	0
19	1	3863336	74935143	903123	NA	4525381	11348549	NA	0
20	1	4164315	79099458	916856	NA	4775172	11995528	NA	0
21	1	3207457	82306915	917524	NA	4918116	12484245	NA	0
22	1	4213723	86520638	921528	NA	5126230	13140950	NA	0
23	1	4090556	90611194	930501	NA	5358912	13779961	NA	0
24	1	3445172	94056366	932843	NA	5526633	14307688	NA	0
25	1	3612425	97668791	941802	NA	5701212	14855872	NA	0
26	1	3327247	100996038	942586	NA	5850635	15369314	NA	0
27	1	3674163	104670201	943588	NA	6021270	15928509	NA	0
28	1	3616621	108286822	952127	NA	6223267	16488492	NA	0
29	1	3479243	111766065	953250	NA	6387555	17021986	NA	0
30	1	3395484	115161549	954293	NA	6547364	17541347	NA	0
31	1	1859816	117021365	955737	NA	6643710	17823451	NA	0
32	1	1698503	118719868	957858	NA	6727547	18084707	NA	0
33	1	1521191	120241059	958397	NA	6803477	18319946	NA	0
34	1	3697406	123938465	1406448	NA	7740733	19132248	NA	0
35	1	2046643	125985108	1407060	NA	7834441	19434918	NA	0
36	1	2210858	128195966	1409576	NA	7948334	19765343	NA	0
37	1	2071158	130267124	1410599	NA	8044193	20073396	NA	0
38	1	2058966	132326090	1411186	NA	8135843	20378671	NA	0
39	1	1832086	134158176	1456337	NA	8295994	20691773	NA	0
40	1	2042958	136201134	1456692	NA	8387022	20993411	NA	0
41	1	2062827	138263961	1457430	NA	8480058	21299661	NA	0
42	1	2062100	140326061	1458036	NA	8573458	21606007	NA	0
43	1	2070128	142396189	1458796	NA	8668559	21913958	NA	0
44	1	2065016	144461205	1459309	NA	8762491	22221251	NA	0
45	1	2272760	146733965	1461158	NA	8865171	22559081	NA	0
46	1	2160200	148894165	1464952	NA	8972987	22878923	NA	0
47	1	1578255	150472420	1465291	NA	9051507	23122520	NA	0
48	1	3516299	153988719	1466814	NA	9217118	23666541	NA	0
49	1	3622400	157611119	1467467	NA	9388521	24233059	NA	0
50	1	3369432	160980551	1468343	NA	9543021	24759468	NA	0
51	1	3658594	164639145	1469714	NA	9719365	25327930	NA	0
52	1	3508992	168148137	1470401	NA	9883815	25870427	NA	0
53	1	3519888	171668025	1471497	NA	10048519	26415432	NA	0
54	1	3948233	175616258	1474937	NA	10234481	27023696	NA	0
55	1	3503553	179119811	1475425	NA	10398491	27565108	NA	0
56	1	3768730	182888541	1476452	NA	10573483	28149630	NA	0
57	1	3814083	186702624	1477989	NA	10758382	28747986	NA	0
58	1	3735939	190438563	1479545	NA	10936407	29335220	NA	0
59	1	3685428	194123991	1480804	NA	11111395	29907219	NA	0
60	1	3685850	197809841	1483579	NA	11285095	30473363	NA	0
61	1	1859816	199669657	1483631	NA	11369543	30755467	NA	0
62	1	1698503	201368160	1483683	NA	11450872	31016723	NA	0
63	1	1521191	202889351	1483735	NA	11524378	31251962	NA	0
64	1	3697406	206586757	1483786	NA	11588612	32064264	NA	0
65	1	2046643	208633400	1483838	NA	11678297	32366934	NA	0
66	1	2210858	210844258	1483890	NA	11775326	32697359	NA	0
67	1	2071158	212915416	1483942	NA	11866315	33005412	NA	0
68	1	2058966	214974382	1483994	NA	11956677	33310687	NA	0
69	1	1832086	216806468	1484046	NA	12036163	33623789	NA	0
70	1	2042958	218849426	1484098	NA	12125693	33925427	NA	0
71	1	2062827	220912253	1484150	NA	12216362	34231677	NA	0
72	1	2062100	222974353	1484202	NA	12306966	34538023	NA	0
