tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	5785265	5785265	1219195	NA	1156706	784578	NA	0
1	1	6784347	12569612	1297166	NA	1643398	1704930	NA	0
2	1	4409406	16979018	1301673	NA	1822335	2262636	NA	0
3	1	6366137	23345155	1321373	NA	2126359	3128824	NA	0
4	1	3478820	26823975	1348543	NA	2342101	3668369	NA	0
5	1	6538274	33362249	1393571	NA	2753518	4560723	NA	0
6	1	4253837	37616086	1396901	NA	2954273	5224480	NA	0
7	1	7240485	44856571	1437715	NA	3388983	6204508	NA	0
8	1	6385745	51242316	1439141	NA	3653880	7041753	NA	0
9	1	2828356	54070672	1444564	NA	3794223	7487503	NA	0
10	1	3178858	57249530	1446882	NA	3950770	7985183	NA	0
11	1	320951	57570481	1450899	NA	3966735	8033308	NA	0
12	1	3576993	61147474	1457368	NA	4176700	8596980	NA	0
13	1	2922119	64069593	1457921	NA	4308342	9051527	NA	0
14	1	2906976	66976569	1458359	NA	4437960	9503299	NA	0
15	1	2979767	69956336	1459940	NA	4577170	9964147	NA	0
16	1	3471952	73428288	1460731	NA	4739849	10511881	NA	0
17	1	3843200	77271488	1464502	NA	4930117	11119682	NA	0
18	1	2994820	80266308	1471447	NA	5085729	11584980	NA	0
19	1	2902744	83169052	1472425	NA	5218169	12033691	NA	0
20	1	6118893	89287945	1492701	NA	5615369	12868962	NA	0
21	1	5239706	94527651	1494444	NA	5834776	13565060	NA	0
22	1	3203148	97730799	1496043	NA	5983669	14066576	NA	0
23	1	24956	97755755	1496237	NA	5984635	14070113	NA	0
24	1	24956	97780711	1496288	NA	5985384	14073650	NA	0
25	1	24917	97805628	1496463	NA	5986310	14077164	NA	0
26	1	24917	97830545	1496514	NA	5987050	14080678	NA	0
27	1	2972228	100802773	1498839	NA	6124502	14551953	NA	0
28	1	5545263	106348036	1506204	NA	6381578	15300420	NA	0
29	1	5432220	111780256	1507541	NA	6609415	16033057	NA	0
30	1	5447253	117227509	1510171	NA	6843743	16768930	NA	0
31	1	5302747	122530256	1510987	NA	7063357	17479210	NA	0
32	1	3823649	126353905	1524509	NA	7284093	18077546	NA	0
33	1	6417872	132771777	1527259	NA	7551913	18945149	NA	0
