tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	3149857	3149857	669183	NA	731160	491507	NA	0
1	1	2444762	5594619	679711	NA	844544	866248	NA	0
2	1	2479832	8074451	682168	NA	960285	1248134	NA	0
3	1	3470931	11545382	708940	NA	1209804	1804963	NA	0
4	1	3688974	15234356	732760	NA	1440137	2401423	NA	0
5	1	2875761	18110117	733187	NA	1572048	2843679	NA	0
6	1	5059792	23169909	815609	NA	2068094	3619442	NA	0
7	1	4963106	28133015	819457	NA	2295221	4374401	NA	0
8	1	3225741	31358756	821038	NA	2454186	4878509	NA	0
9	1	2624647	33983403	821357	NA	2573858	5276044	NA	0
10	1	5054625	39038028	821582	NA	2799385	6050288	NA	0
11	1	2963473	42001501	822669	NA	2937133	6510693	NA	0
12	1	3204182	45205683	838652	NA	3139925	7006405	NA	0
13	1	3734424	48940107	846952	NA	3372742	7614663	NA	0
14	1	5064953	54005060	853205	NA	3602725	8392269	NA	0
15	1	2810270	56815330	854024	NA	3733703	8820720	NA	0
16	1	3017510	59832840	854415	NA	3873917	9289756	NA	0
17	1	3476834	63309674	855435	NA	4041731	9846387	NA	0
18	1	5060422	68370096	856473	NA	4269908	10621866	NA	0
19	1	2875845	71245941	856742	NA	4401565	11064086	NA	0
20	1	2717100	73963041	856950	NA	4523156	11472645	NA	0
21	1	2563637	76526678	857297	NA	4640606	11863076	NA	0
22	1	2667841	79194519	857574	NA	4762205	12269816	NA	0
23	1	5083619	84278138	858934	NA	4993435	13051386	NA	0
24	1	2722206	87000344	859295	NA	5118312	13465412	NA	0
25	1	3475168	90475512	860802	NA	5288399	14022844	NA	0
26	1	4955779	95431291	861516	NA	5510375	14776509	NA	0
27	1	4956997	100388288	861967	NA	5732380	15530267	NA	0
28	1	5064354	105452642	863098	NA	5961658	16306578	NA	0
29	1	2667956	108120598	863459	NA	6083663	16713338	NA	0
30	1	2915762	111036360	884032	NA	6269756	17148531	NA	0
31	1	2710609	113746969	884595	NA	6393360	17561720	NA	0
32	1	2667124	116414093	884867	NA	6515191	17968204	NA	0
33	1	3421496	119835589	885506	NA	6679457	18513252	NA	0
34	1	2618282	122453871	885735	NA	6798439	18909685	NA	0
35	1	2711467	125165338	885976	NA	6922572	19321602	NA	0
36	1	2832568	127997906	887093	NA	7052829	19755415	NA	0
37	1	2694073	130691979	887362	NA	7176202	20165459	NA	0
38	1	2748884	133440863	887681	NA	7300754	20581992	NA	0
39	1	4959016	138399879	888241	NA	7524835	21337043	NA	0
40	1	3225019	141624898	888843	NA	7673639	21842246	NA	0
41	1	3465875	145090773	889347	NA	7839647	22397577	NA	0
42	1	2666963	147757736	889628	NA	7961104	22804161	NA	0
