tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	2271271	2271271	319342	NA	486803	330209	NA	0
1	1	2427956	4699227	332868	NA	622461	678905	NA	0
2	1	2320434	7019661	336796	NA	720775	1015261	NA	0
3	1	2405067	9424728	337682	NA	821046	1361363	NA	0
4	1	2424637	11849365	338228	NA	921735	1709159	NA	0
5	1	2672906	14522271	350996	NA	1067662	2088835	NA	0
6	1	2420949	16943220	352252	NA	1170406	2436205	NA	0
7	1	2636832	19580052	357356	NA	1286477	2810824	NA	0
8	1	2636899	22216951	357961	NA	1394770	3185461	NA	0
9	1	2276151	24493102	358907	NA	1492079	3515314	NA	0
10	1	2459881	26952983	360383	NA	1597924	3866549	NA	0
11	1	2579598	29532581	361205	NA	1703283	4231993	NA	0
12	1	3111738	32644319	401257	NA	1926546	4660686	NA	0
13	1	2453083	35097402	401833	NA	2028683	5011823	NA	0
14	1	3140841	38238243	402428	NA	2154534	5443536	NA	0
15	1	2520090	40758333	405542	NA	2267922	5802370	NA	0
16	1	3230463	43988796	408389	NA	2411110	6243363	NA	0
17	1	2435196	46423992	408827	NA	2511958	6592226	NA	0
18	1	2421313	48845305	409184	NA	2612065	6939757	NA	0
19	1	2424860	51270165	409555	NA	2712314	7287576	NA	0
20	1	2421157	53691322	410186	NA	2813671	7634422	NA	0
21	1	3294270	56985592	410740	NA	2943702	8083635	NA	0
22	1	2991780	59977372	412887	NA	3069576	8495375	NA	0
23	1	2243242	62220614	414974	NA	3165147	8822699	NA	0
24	1	2357096	64577710	419597	NA	3266014	9162026	NA	0
25	1	2206374	66784084	419940	NA	3360768	9485331	NA	0
26	1	2206105	68990189	420323	NA	3455088	9808631	NA	0
27	1	2221070	71211259	420803	NA	3549946	10132982	NA	0
28	1	1947178	73158437	421415	NA	3636357	10423736	NA	0
29	1	2128442	75286879	422775	NA	3729981	10737537	NA	0
30	1	2367154	77654033	425098	NA	3829603	11077716	NA	0
31	1	2360643	80014676	428468	NA	3935527	11417818	NA	0
32	1	2001109	82015785	428972	NA	4023853	11714474	NA	0
33	1	2218995	84234780	429399	NA	4118996	12039447	NA	0
34	1	2221096	86455876	429829	NA	4214462	12364636	NA	0
35	1	2129659	88585535	430650	NA	4306651	12678152	NA	0
36	1	2247320	90832855	431328	NA	4403580	13005306	NA	0
37	1	2510325	93343180	432648	NA	4509711	13363020	NA	0
38	1	2367646	95710826	433193	NA	4609627	13703532	NA	0
39	1	2218055	97928881	433563	NA	4704702	14028624	NA	0
40	1	2259459	100188340	434198	NA	4804279	14356960	NA	0
41	1	2342905	102531245	434794	NA	4903626	14694503	NA	0
42	1	2218314	104749559	435118	NA	4998567	15019528	NA	0
43	1	2215383	106964942	435487	NA	5092588	15344617	NA	0
44	1	2542324	109507266	436545	NA	5199888	15710012	NA	0
45	1	2256868	111764134	436917	NA	5295951	16039020	NA	0
46	1	2244955	114009089	437337	NA	5391658	16366418	NA	0
47	1	2374112	116383201	437942	NA	5492356	16707613	NA	0
48	1	2349335	118732536	438412	NA	5591126	17046166	NA	0
49	1	2358544	121091080	439360	NA	5691403	17385328	NA	0
50	1	3060837	124151917	440375	NA	5815081	17805885	NA	0
51	1	2369403	126521320	442108	NA	5917066	18145937	NA	0
52	1	2373013	128894333	442336	NA	6017822	18486036	NA	0
53	1	2377010	131271343	442993	NA	6117647	18826067	NA	0
54	1	2381057	133652400	443623	NA	6217486	19165936	NA	0
55	1	2402776	136055176	444758	NA	6318652	19509711	NA	0
56	1	2405301	138460477	445257	NA	6419291	19853261	NA	0
57	1	2405513	140865990	445561	NA	6520191	20197175	NA	0
58	1	2408013	143274003	445791	NA	6620808	20540849	NA	0
59	1	2328322	145602325	446462	NA	6719253	20877223	NA	0
60	1	2434997	148037322	447868	NA	6820902	21219191	NA	0
61	1	2345615	150382937	448270	NA	6920179	21556805	NA	0
62	1	2387226	152770163	449186	NA	7020006	21899291	NA	0
63	1	2375009	155145172	449569	NA	7120331	22240487	NA	0
64	1	2342102	157487274	449924	NA	7218686	22578444	NA	0
65	1	3010053	160497327	451291	NA	7341621	22992880	NA	0
66	1	2852520	163349847	454484	NA	7459375	23390448	NA	0
67	1	2993519	166343366	455221	NA	7581559	23803304	NA	0
68	1	2305589	168648955	455694	NA	7677684	24134890	NA	0
69	1	2852488	171501443	456293	NA	7794616	24532372	NA	0
70	1	2993495	174494938	456780	NA	7916442	24945195	NA	0
71	1	2869240	177364178	457449	NA	8034438	25344331	NA	0
72	1	3000296	180364474	458093	NA	8157359	25757759	NA	0
73	1	2376953	182741427	458532	NA	8256414	26098432	NA	0
74	1	2345793	185087220	458979	NA	8354406	26435637	NA	0
75	1	2370703	187457923	459700	NA	8453665	26774040	NA	0
76	1	2377683	189835606	460231	NA	8553664	27115214	NA	0
77	1	2206188	192041794	460584	NA	8647972	27438466	NA	0
78	1	3001004	195042798	461367	NA	8772685	27853237	NA	0
79	1	2972283	198015081	462158	NA	8895156	28265006	NA	0
80	1	3012646	201027727	462721	NA	9018508	28679953	NA	0
81	1	2368681	203396408	463293	NA	9118679	29020836	NA	0
82	1	2377693	205774101	463968	NA	9219077	29362053	NA	0
