tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	3184590	3184590	571518	NA	686597	457415	NA	0
1	1	3831756	7016346	669066	NA	1002439	865227	NA	0
2	1	3221877	10238223	713126	NA	1152564	1325946	NA	0
3	1	3221860	13460083	713248	NA	1288588	1786659	NA	0
4	1	3342854	16802937	719259	NA	1456491	2264787	NA	0
5	1	3316589	20119526	730815	NA	1615632	2738039	NA	0
6	1	3384851	23504377	744904	NA	1794939	3225007	NA	0
7	1	5736297	29240674	938834	NA	2201062	3951272	NA	0
8	1	5273154	34513828	1006775	NA	2669995	4685443	NA	0
9	1	3300703	37814531	1007340	NA	2808040	5157106	NA	0
10	1	3307146	41121677	1007860	NA	2948374	5629844	NA	0
11	1	3237585	44359262	1008221	NA	3086930	6092787	NA	0
12	1	3302044	47661306	1010425	NA	3230385	6563674	NA	0
13	1	3223060	50884366	1010706	NA	3367010	7024467	NA	0
14	1	3243943	54128309	1011897	NA	3504541	7487979	NA	0
15	1	3243970	57372279	1012168	NA	3641453	7951570	NA	0
16	1	3244001	60616280	1012420	NA	3778372	8415194	NA	0
17	1	3220796	63837076	1013097	NA	3914194	8875536	NA	0
18	1	3220780	67057856	1013191	NA	4049729	9335872	NA	0
19	1	3220870	70278726	1013437	NA	4185434	9796289	NA	0
20	1	3220854	73499580	1013539	NA	4320955	10256700	NA	0
21	1	3220858	76720438	1013735	NA	4456607	10717108	NA	0
22	1	3220842	79941280	1013827	NA	4592062	11177510	NA	0
23	1	3220883	83162163	1014026	NA	4727805	11637907	NA	0
24	1	3220867	86383030	1014124	NA	4863335	12098303	NA	0
25	1	3220886	89603916	1014324	NA	4999000	12558705	NA	0
26	1	3220870	92824786	1014410	NA	5134457	13019107	NA	0
27	1	3475011	96299797	1015523	NA	5283599	13511458	NA	0
28	1	3571575	99871372	1018419	NA	5446639	14011690	NA	0
29	1	3238105	103109477	1019130	NA	5585705	14475548	NA	0
30	1	3239316	106348793	1019942	NA	5724663	14938183	NA	0
31	1	352819	106701612	1020208	NA	5741251	14993444	NA	0
32	1	352734	107054346	1020298	NA	5757609	15048705	NA	0
33	1	3221184	110275530	1020529	NA	5893586	15509109	NA	0
34	1	3221684	113497214	1020806	NA	6029634	15969556	NA	0
35	1	3221751	116718965	1020923	NA	6165223	16430000	NA	0
36	1	3252726	119971691	1021960	NA	6307005	16894021	NA	0
37	1	5742334	125714025	1025193	NA	6535839	17622089	NA	0
38	1	3224927	128938952	1025930	NA	6674007	18083772	NA	0
39	1	1047596	129986548	1026277	NA	6724992	18246629	NA	0
40	1	3223574	133210122	1026575	NA	6862116	18707537	NA	0
41	1	1047596	134257718	1026627	NA	6912540	18870394	NA	0
42	1	3222188	137479906	1026819	NA	7048781	19331133	NA	0
43	1	1047596	138527502	1026834	NA	7099205	19493990	NA	0
