tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	3977760	3977760	415534	NA	847707	578705	NA	0
1	1	3983495	7961255	415885	NA	1018361	1157967	NA	0
2	1	3983525	11944780	416274	NA	1189565	1737513	NA	0
3	1	3978762	15923542	416502	NA	1359374	2316330	NA	0
4	1	3979308	19902850	416755	NA	1529165	2895122	NA	0
5	1	3978883	23881733	417004	NA	1698902	3473873	NA	0
6	1	4015592	27897325	435058	NA	1877731	4057403	NA	0
7	1	4037713	31935038	439713	NA	2062901	4646027	NA	0
8	1	3979517	35914555	440090	NA	2233710	5225320	NA	0
9	1	3979614	39894169	440352	NA	2403574	5804132	NA	0
10	1	3977868	43872037	440603	NA	2573127	6382906	NA	0
11	1	3977339	47849376	440862	NA	2742594	6961568	NA	0
12	1	3991126	51840502	441298	NA	2914156	7541395	NA	0
13	1	3983472	55823974	441627	NA	3084917	8120846	NA	0
14	1	3979695	59803669	441964	NA	3255210	8699934	NA	0
15	1	3987270	63790939	442268	NA	3425881	9279309	NA	0
16	1	3983303	67774242	442570	NA	3596004	9858358	NA	0
17	1	3980301	71754543	442807	NA	3765941	10437221	NA	0
18	1	3981283	75735826	443024	NA	3935872	11016059	NA	0
19	1	3989748	79725574	443361	NA	4107288	11595924	NA	0
20	1	3995308	83720882	443937	NA	4280219	12176624	NA	0
21	1	3991417	87712299	444550	NA	4450905	12756121	NA	0
22	1	3978843	91691142	444826	NA	4620623	13334796	NA	0
23	1	3978069	95669211	445079	NA	4790289	13913563	NA	0
24	1	3977199	99646410	445291	NA	4959735	14492389	NA	0
25	1	3978070	103624480	445473	NA	5129402	15071139	NA	0
26	1	3978069	107602549	445677	NA	5298953	15649822	NA	0
27	1	3984617	111587166	446113	NA	5470193	16229355	NA	0
28	1	3992327	115579493	446727	NA	5642251	16809507	NA	0
29	1	3980080	119559573	446952	NA	5812100	17388298	NA	0
30	1	3981159	123540732	447267	NA	5982622	17967294	NA	0
31	1	3982575	127523307	447521	NA	6152656	18546185	NA	0
32	1	3984932	131508239	447829	NA	6322899	19125096	NA	0
33	1	3981491	135489730	448080	NA	6492807	19703838	NA	0
34	1	3980324	139470054	448297	NA	6662669	20282641	NA	0
35	1	3980537	143450591	448693	NA	6833574	20861993	NA	0
36	1	3979887	147430478	448960	NA	7003568	21440854	NA	0
37	1	3980447	151410925	449222	NA	7173628	22019800	NA	0
38	1	3986312	155397237	449613	NA	7344500	22599276	NA	0
39	1	2839010	158236247	451937	NA	7471211	23011530	NA	0
40	1	2878074	161114321	453007	NA	7597340	23441277	NA	0
41	1	2497835	163612156	453620	NA	7705783	23808882	NA	0
42	1	3023414	166635570	456724	NA	7837447	24258119	NA	0
43	1	2432772	169068342	456916	NA	7941083	24614906	NA	0
44	1	2433850	171502192	457152	NA	8044764	24971869	NA	0
45	1	3977760	175479952	457201	NA	8213188	25550574	NA	0
46	1	3983495	179463447	457252	NA	8381705	26129836	NA	0
47	1	3983525	183446972	457303	NA	8550306	26709382	NA	0
48	1	3978762	187425734	457354	NA	8718705	27288199	NA	0
49	1	3979308	191405042	457406	NA	8887113	27866991	NA	0
50	1	3978883	195383925	457458	NA	9055492	28445742	NA	0
51	1	4015592	199399517	457510	NA	9225530	29029272	NA	0
52	1	4037713	203437230	457562	NA	9396628	29617896	NA	0
53	1	3979517	207416747	457614	NA	9565184	30197189	NA	0
54	1	3979614	211396361	457666	NA	9733612	30776001	NA	0
55	1	3977868	215374229	457718	NA	9902028	31354775	NA	0
56	1	3977339	219351568	457770	NA	10070446	31933437	NA	0
57	1	3991126	223342694	457822	NA	10239139	32513264	NA	0
58	1	3983472	227326166	457874	NA	10407668	33092715	NA	0
59	1	3979695	231305861	457926	NA	10576141	33671803	NA	0
60	1	3987270	235293131	457978	NA	10744681	34251178	NA	0
61	1	3983303	239276434	458030	NA	10913117	34830227	NA	0
62	1	3980301	243256735	458082	NA	11081567	35409090	NA	0
63	1	3981283	247238018	458134	NA	11249973	35987928	NA	0
64	1	3989748	251227766	458186	NA	11418656	36567793	NA	0
65	1	3995308	255223074	458238	NA	11587502	37148493	NA	0
66	1	3991417	259214491	458290	NA	11756026	37727990	NA	0
67	1	3978843	263193334	458342	NA	11924455	38306665	NA	0
68	1	3978069	267171403	458394	NA	12092884	38885432	NA	0
69	1	3977199	271148602	458446	NA	12261291	39464258	NA	0
70	1	3978070	275126672	458498	NA	12429720	40043008	NA	0
71	1	3978069	279104741	458550	NA	12598080	40621691	NA	0
72	1	3984617	283089358	458602	NA	12766709	41201224	NA	0
73	1	3992327	287081685	458654	NA	12935479	41781376	NA	0
74	1	3980080	291061765	458706	NA	13103903	42360167	NA	0
75	1	3981159	295042924	458758	NA	13272401	42939163	NA	0
76	1	3982575	299025499	458810	NA	13440848	43518054	NA	0
77	1	3984932	303010431	458862	NA	13609337	44096965	NA	0
78	1	3981491	306991922	458914	NA	13777786	44675707	NA	0
79	1	3980324	310972246	458966	NA	13946209	45254510	NA	0
80	1	3980537	314952783	459018	NA	14114721	45833862	NA	0
81	1	3979887	318932670	459070	NA	14283150	46412723	NA	0
82	1	3980447	322913117	459122	NA	14451595	46991669	NA	0
83	1	3986312	326899429	459174	NA	14620168	47571145	NA	0
84	2	3977760	330877189	459189	NA	14788592	48149850	NA	0
85	2	3983495	334860684	459204	NA	14957109	48729112	NA	0
86	2	3983525	338844209	459219	NA	15125710	49308658	NA	0
87	2	3978762	342822971	459234	NA	15294109	49887475	NA	0
88	2	3979308	346802279	459249	NA	15462517	50466267	NA	0
