tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	3269733	3269733	1301535	NA	786491	478662	NA	0
1	1	3828535	7098268	1322595	NA	1115003	1062224	NA	0
2	1	1666384	8764652	1322928	NA	1192957	1321677	NA	0
3	1	3604180	12368832	1421000	NA	1634561	1902992	NA	0
4	1	3349530	15718362	1421477	NA	1799299	2441372	NA	0
5	1	3174065	18892427	1422451	NA	1956390	2940759	NA	0
6	1	3167118	22059545	1423101	NA	2110788	3439207	NA	0
7	1	1553891	23613436	1424344	NA	2184291	3673217	NA	0
8	1	3188332	26801768	1424650	NA	2338005	4175758	NA	0
9	1	3154275	29956043	1424869	NA	2489851	4671948	NA	0
10	1	3558591	33514634	1427217	NA	2678624	5244781	NA	0
11	1	1496583	35011217	1427546	NA	2747280	5468347	NA	0
12	1	3608498	38619715	1430175	NA	2938822	6047813	NA	0
13	1	3538679	42158394	1431397	NA	3118386	6616797	NA	0
14	1	3643132	45801526	1435257	NA	3314488	7206956	NA	0
15	1	3252240	49053766	1435790	NA	3474371	7723513	NA	0
16	1	3617380	52671146	1437837	NA	3659962	8308758	NA	0
17	1	3684682	56355828	1439792	NA	3851816	8907276	NA	0
18	1	3643450	59999278	1440459	NA	4033719	9497860	NA	0
19	1	3496493	63495771	1440823	NA	4204448	10060206	NA	0
20	1	3885028	67380799	1444996	NA	4417399	10672266	NA	0
21	1	3812907	71193706	1448909	NA	4632212	11298543	NA	0
22	1	5043426	76237132	1457320	NA	4923050	12087198	NA	0
23	1	3621532	79858664	1459385	NA	5103226	12673413	NA	0
24	1	3721156	83579820	1460007	NA	5289009	13280949	NA	0
25	1	2027856	85607676	1460413	NA	5382423	13596639	NA	0
26	1	3742612	89350288	1461339	NA	5573276	14209050	NA	0
27	1	3743147	93093435	1462284	NA	5763468	14821289	NA	0
28	1	3531889	96625324	1462971	NA	5938419	15388235	NA	0
29	1	3596092	100221416	1465927	NA	6129684	15964171	NA	0
30	1	3523351	103744767	1466512	NA	6303791	16529636	NA	0
31	1	3518591	107263358	1466960	NA	6476447	17094289	NA	0
32	1	3833289	111096647	1470502	NA	6686764	17723187	NA	0
33	1	3711479	114808126	1471598	NA	6872628	18328695	NA	0
34	1	3600741	118408867	1472406	NA	7050713	18911226	NA	0
35	1	3599339	122008206	1473020	NA	7229499	19493530	NA	0
36	1	3769038	125777244	1475519	NA	7428248	20108257	NA	0
37	1	3549966	129327210	1476147	NA	7604297	20677577	NA	0
38	1	3237830	132565040	1476675	NA	7761874	21192504	NA	0
39	1	3681118	136246158	1479680	NA	7958063	21789557	NA	0
40	1	3519292	139765450	1480196	NA	8132080	22354632	NA	0
41	1	5350389	145115839	1491591	NA	8461660	23178289	NA	0
42	1	4748566	149864405	1493705	NA	8706484	23902969	NA	0
43	1	3519953	153384358	1494339	NA	8880495	24468033	NA	0
44	1	3645295	157029653	1495066	NA	9063757	25058743	NA	0
45	1	3599406	160629059	1495428	NA	9240915	25640901	NA	0
46	1	3598761	164227820	1498079	NA	9430932	26217945	NA	0
47	1	3538226	167766046	1499335	NA	9606885	26786612	NA	0
48	1	3415442	171181488	1499791	NA	9774757	27333811	NA	0
49	1	4839314	176020802	1503183	NA	10027429	28077873	NA	0
50	1	3514132	179534934	1503551	NA	10199169	28641929	NA	0
51	1	3192143	182727077	1504016	NA	10354083	29145182	NA	0
52	1	3714481	186441558	1504704	NA	10541013	29751577	NA	0
53	1	3681500	190123058	1506512	NA	10732151	30348326	NA	0
54	1	3659397	193782455	1508700	NA	10920303	30944310	NA	0
55	1	3756605	197539060	1509272	NA	11107034	31558704	NA	0
56	1	3646974	201186034	1513921	NA	11309492	32144192	NA	0
57	1	3327159	204513193	1521665	NA	11485556	32674035	NA	0
58	1	3781831	208295024	1523390	NA	11682345	33292210	NA	0
59	1	3416467	211711491	1523964	NA	11851662	33841655	NA	0
60	1	3365013	215076504	1524529	NA	12018436	34383758	NA	0
61	1	3595829	218672333	1527109	NA	12207321	34960928	NA	0
62	1	3153656	221825989	1527303	NA	12352783	35457026	NA	0
63	1	3601824	225427813	1527738	NA	12530337	36039719	NA	0
64	1	3650852	229078665	1528913	NA	12717672	36631462	NA	0
65	1	3513198	232591863	1529231	NA	12889246	37195186	NA	0
66	1	4211369	236803232	1539944	NA	13171695	37841069	NA	0
67	1	2876544	239679776	1540424	NA	13302748	38256282	NA	0
68	1	3293255	242973031	1543829	NA	13479214	38745353	NA	0
69	1	3600818	246573849	1548616	NA	13672907	39285181	NA	0
70	1	3448580	250022429	1551360	NA	13853362	39799552	NA	0
71	1	3597634	253620063	1559877	NA	14080413	40343035	NA	0
72	1	3448527	257068590	1561934	NA	14257732	40857864	NA	0
73	1	3589005	260657595	1565251	NA	14448385	41398903	NA	0
74	1	1624404	262281999	1569316	NA	14540251	41643216	NA	0
75	1	3406088	265688087	1573669	NA	14737323	42155966	NA	0
76	1	4675293	270363380	1602589	NA	15083846	42852874	NA	0
77	1	3297193	273660573	1603280	NA	15243419	43343217	NA	0
78	1	3470773	277131346	1605821	NA	15422680	43863483	NA	0
79	1	4150989	281282335	1616280	NA	15661881	44500307	NA	0
80	1	912798	282195133	1616515	NA	15702393	44637298	NA	0
81	1	912814	283107947	1616669	NA	15742855	44774277	NA	0
82	1	2895881	286003828	1621209	NA	15901809	45193058	NA	0
83	1	3366762	289370590	1621753	NA	16061182	45696062	NA	0
84	1	4515969	293886559	1637806	NA	16399108	46364170	NA	0
85	1	2894838	296781397	1639008	NA	16533282	46783447	NA	0
86	1	3416381	300197778	1640532	NA	16701261	47291775	NA	0
87	1	2234902	302432680	1641211	NA	16811494	47652234	NA	0
88	1	3694940	306127620	1642409	NA	16991425	48204559	NA	0
89	1	2281712	308409332	1643993	NA	17105839	48576222	NA	0
90	1	4837398	313246730	1675991	NA	17523576	49309367	NA	0
91	1	4706790	317953520	1709267	NA	17892032	49974258	NA	0
92	1	2980869	320934389	1714298	NA	18053802	50403094	NA	0
93	1	3935907	324870296	1721110	NA	18286841	50997586	NA	0
94	1	5099111	329969407	1754597	NA	18645976	51669552	NA	0
95	1	3397010	333366417	1756659	NA	18825544	52172822	NA	0
96	1	2113041	335479458	1757029	NA	18923355	52507932	NA	0
97	1	4339604	339819062	1793138	NA	19127454	52997010	NA	0
98	1	3663521	343482583	1796277	NA	19312152	53550853	NA	0
99	1	2880588	346363171	1797283	NA	19444740	53966536	NA	0
100	1	3357217	349720388	1799402	NA	19618690	54468379	NA	0
101	1	2493409	352213797	1804991	NA	19773360	54852028	NA	0
102	1	3526499	355740296	1808576	NA	19959107	55382774	NA	0
103	1	3348573	359088869	1809320	NA	20119365	55883677	NA	0
104	1	2182046	361270915	1812844	NA	20233958	56233947	NA	0
105	1	2374031	363644946	1813508	NA	20339728	56562363	NA	0
106	1	3523476	367168422	1815839	NA	20523117	57097655	NA	0
107	1	3674662	370843084	1841438	NA	20720127	57644059	NA	0
108	1	2117087	372960171	1842010	NA	20819015	57980237	NA	0
109	1	2746831	375707002	1842363	NA	20940968	58367865	NA	0
110	1	2815787	378522789	1843826	NA	21067146	58769083	NA	0
111	1	2904601	381427390	1845110	1542752	21204795	59187190	NA	1
112	1	3755386	385182776	3177238	1542752	21410332	59745333	NA	0
113	1	2143386	387326162	3177729	1542752	21511899	60086980	NA	0
114	1	2122492	389448654	3178304	1542752	21611419	60423907	NA	0
115	1	2538844	391987498	3180363	1542752	21735364	60788269	NA	0
116	1	2545531	394533029	3181479	1542752	21853852	61151829	NA	0
117	1	3555501	398088530	3185002	1542752	22046456	61687900	NA	0
118	1	4382899	402471429	3193377	1542752	22318727	62372511	NA	0
119	1	3114748	405586177	3196341	1542752	22477345	62833291	NA	0
120	1	2863443	408449620	3198045	1542752	22614419	63247019	NA	0
121	1	2926975	411376595	3199538	1542752	22750629	63671554	NA	0
122	1	3197152	414573747	3201888	1542752	22912972	64141624	NA	0
123	1	3196278	417770025	3204182	1542752	23076341	64612023	NA	0
124	1	3588842	421358867	3209993	1542752	23282796	65154264	NA	0
125	1	2362025	423720892	3210331	1542752	23385828	65480488	NA	0
126	1	3967884	427688776	3214374	1542752	23596792	66096386	NA	0
127	1	3127709	430816485	3215218	1542752	23741997	66553234	NA	0
128	1	3842240	434658725	3216931	1542752	23939864	67139281	NA	0
129	1	4117526	438776251	3238150	1542752	24181473	67775649	NA	0
130	1	4061192	442837443	3241420	1542752	24400739	68405842	NA	0
131	1	2171629	445009072	3434639	1542752	24941349	68857926	NA	0
132	1	2337583	447346655	3434859	1542752	25041959	69178246	NA	0
133	1	2483328	449829983	3438955	1542752	25166777	69527857	NA	0
134	1	1759573	451589556	3440980	1542752	25249244	69805091	NA	0
135	1	4053515	455643071	3454585	1542752	25537246	70430722	NA	0
136	1	3348609	458991680	3455720	1542752	25704106	70924887	NA	0
137	1	2364954	461356634	3456122	1542752	25807327	71251562	NA	0
138	1	3448069	464804703	3458491	1542752	25980169	71765978	NA	0
139	1	1560475	466365178	3459664	1542752	26052279	72000502	NA	0
140	1	3321925	469687103	3461152	1542752	26215435	72482911	NA	0
141	1	3694676	473381779	3462268	1542752	26398741	73042053	NA	0
142	1	3674746	477056525	3466462	1542752	26591296	73599691	NA	0
143	1	4442848	481499373	3498289	1542752	26969557	74270509	NA	0
144	1	4414679	485914052	3516484	1542752	27263525	74912564	NA	0
145	1	4043069	489957121	3542189	1542752	27553819	75501373	NA	0
146	1	3300166	493257287	3567641	1542752	27739330	75990173	NA	0
147	1	3398644	496655931	3582598	1542752	27927190	76497189	NA	0
148	1	3776556	500432487	3588184	1542752	28150792	77069723	NA	0
149	1	4234732	504667219	3593277	1542752	28392723	77720735	NA	0
150	1	3086480	507753699	3594544	1542752	28537736	78182103	NA	0
151	1	3128078	510881777	3595556	1542752	28690841	78649933	NA	0
152	1	3075752	513957529	3596160	1542752	28834805	79109567	NA	0
153	1	3640750	517598279	3600119	1542752	29027395	79660946	NA	0
154	1	3198787	520797066	3604170	1542752	29193926	80132639	NA	0
155	1	4143568	524940634	3617152	1542752	29448866	80758506	NA	0
156	1	5307890	530248524	3657679	1542752	29877905	81518094	NA	0
157	1	3081998	533330522	3658240	1542752	30025169	81975077	NA	0
158	1	3934961	537265483	3668708	1542752	30255245	82562241	NA	0
159	1	3580617	540846100	3673918	1542752	30448109	83110279	NA	0
160	1	3060441	543906541	3674693	1542752	30591211	83566360	NA	0
161	1	3084829	546991370	3675667	1542752	30740425	84024819	NA	0
162	1	2368692	549360062	3676358	1542752	30846182	84352546	NA	0
163	1	3820576	553180638	3687051	1542752	31076420	84932141	NA	0
164	1	3840590	557021228	3689409	1542752	31277985	85504532	NA	0
165	1	3119917	560141145	3691345	1542752	31436665	85973692	NA	0
166	1	3161612	563302757	3692864	1542752	31587047	86448877	NA	0
167	1	3970561	567273318	3698915	1542752	31815143	87041432	NA	0
168	1	1367313	568640631	3703274	1542752	31893299	87256279	NA	0
169	1	1652551	570293182	3704835	1542752	31974023	87506673	NA	0
170	1	3977862	574271044	3714610	1542752	32202735	88099229	NA	0
171	1	4490398	578761442	3739765	1542752	32584955	88779775	NA	0
172	1	3685485	582446927	3755744	1542752	32840211	89321325	NA	0
173	1	3644195	586091122	3756738	1542752	33021590	89881419	NA	0
174	1	5277780	591368902	3829259	1542752	33560460	90692301	NA	0
175	1	3198022	594566924	3829821	1542752	33709737	91158952	NA	0
176	1	2340018	596906942	3830129	1542752	33811267	91479942	NA	0
177	1	6631709	603538651	3894883	1542752	34383311	92383764	NA	0
178	1	3075358	606614009	3895583	1542752	34528455	92841436	NA	0
179	1	4160998	610775007	3914482	1542752	34800309	93447194	NA	0
180	1	3429578	614204585	3918227	1542752	34976482	93959752	NA	0
181	1	3625643	617830228	3922243	1542752	35165767	94512215	NA	0
182	1	3241102	621071330	3928060	1542752	35337889	94990738	NA	0
183	1	4764403	625835733	3958388	1542752	35672832	95677250	NA	0
184	1	3839976	629675709	3974323	1542752	35907146	96224841	NA	0
185	1	3663159	633338868	3979673	1542752	36107455	96779655	NA	0
186	1	4226475	637565343	4000427	1542752	36394768	97404342	NA	0
187	1	3205952	640771295	4002202	1542752	36555525	97889945	NA	0
188	1	3100856	643872151	4004757	1542752	36711793	98342012	NA	0
189	1	3657892	647530043	4012892	1542752	36932824	98898528	NA	0
190	1	3516598	651046641	4017060	1542752	37124742	99425459	NA	0
191	1	3254150	654300791	4018360	1542752	37283053	99905064	NA	0
192	1	3291487	657592278	4019562	1542752	37441535	100392315	NA	0
193	1	1481468	659073746	4019846	1542752	37508672	100612461	NA	0
194	1	1479621	660553367	4020147	1542752	37575284	100832248	NA	0
195	1	1483850	662037217	4020493	1542752	37643368	101052906	NA	0
196	1	3149139	665186356	4020868	1542752	37786866	101516171	NA	0
197	1	3153956	668340312	4021557	1542752	37932516	101980478	NA	0
198	1	3159366	671499678	4022330	1542752	38079246	102445568	NA	0
199	1	1497073	672996751	4023283	1542752	38151161	102668782	NA	0
200	1	3019174	676015925	4024926	1542752	38296380	103109756	NA	0
201	1	2597423	678613348	4027366	1542752	38428588	103485669	NA	0
202	1	2023462	680636810	4027667	1542752	38520736	103800698	NA	0
203	1	4055015	684691825	4032412	1542752	38741152	104414478	NA	0
204	1	2638383	687330208	4034844	1542752	38870626	104795581	NA	0
205	1	2730245	690060453	4036319	1542752	38997097	105178050	NA	0
206	1	3154598	693215051	4041162	1542752	39168350	105644803	NA	0
207	1	3513812	696728863	4045596	1542752	39359879	106169053	NA	0
208	1	3061282	699790145	4046253	1542752	39499164	106612614	NA	0
209	1	1673781	701463926	4049201	1542752	39576618	106863195	NA	0
210	1	1630228	703094154	4050144	1542752	39654877	107111107	NA	0
211	1	1582208	704676362	4052506	1542752	39736225	107346580	NA	0
212	1	1009925	705686287	4053266	1542752	39785725	107501492	NA	0
213	1	1834650	707520937	4061640	1542752	39889253	107791255	NA	0
214	1	1473387	708994324	4061885	1542752	39955606	108009774	NA	0
215	1	2341872	711336196	4063613	1542752	40064002	108364241	NA	0
216	1	2339529	713675725	4064479	1542752	40172048	108718854	NA	0
217	1	2334989	716010714	4064950	1542752	40277585	109072346	NA	0
218	1	1469456	717480170	4065221	1542752	40343906	109289995	NA	0
219	1	1540573	719020743	4066511	1542752	40419073	109522572	NA	0
220	1	2013131	721033874	4068928	1542752	40524807	109834658	NA	0
221	1	1652694	722686568	4069937	1542752	40602819	110086898	NA	0
222	1	1477616	724164184	4070672	1542752	40669704	110306239	NA	0
223	1	2179944	726344128	4071106	3430159	40772232	110651386	NA	1
224	1	1542316	727886444	5255184	3430159	40844395	110883700	NA	0
225	1	1839777	729726221	5256839	3430159	40935067	111164977	NA	0
226	1	2284251	732010472	5257394	3430159	41038571	111511538	NA	0
227	1	2445497	734455969	5260255	3430159	41170991	111886450	NA	0
228	1	1503269	735959238	5260601	3430159	41239871	112112430	NA	0
229	1	2258093	738217331	5268691	3430159	41381814	112464266	NA	0
230	1	1631632	739848963	5269127	3430159	41459121	112712698	NA	0
231	1	1481128	741330091	5269797	3430159	41526916	112932858	NA	0
232	1	1634631	742964722	5270510	3430159	41605037	113181752	NA	0
233	1	2233853	745198575	5276865	3430159	41744710	113515780	NA	0
234	1	2292588	747491163	5277960	3430159	41850187	113861039	NA	0
235	1	1710479	749201642	5279318	3430159	41933939	114127319	NA	0
236	1	1818820	751020462	5279803	3430159	42017889	114405272	NA	0
237	1	503675	751524137	5284799	3430159	42067319	114494229	NA	0
238	1	3505429	755029566	5286444	3430159	42242363	115014625	NA	0
239	1	2444910	757474476	5288406	3430159	42359232	115359003	NA	0
240	1	2399086	759873562	5288940	3430159	42465942	115693524	NA	0
241	1	2728261	762601823	5290376	3430159	42593724	116076789	NA	0
242	1	2469106	765070929	5295172	3430159	42717533	116422461	NA	0
243	1	3843862	768914791	5298907	3430159	42925671	117006379	NA	0
244	1	3371756	772286547	5303021	3430159	43102379	117505999	NA	0
245	1	3398946	775685493	5305389	3430159	43271729	118011540	NA	0
246	1	3513047	779198540	5309304	3430159	43464350	118542538	NA	0
247	1	3329359	782527899	5309846	3430159	43620078	119037600	NA	0
248	1	3244459	785772358	5311156	3430159	43783009	119515992	NA	0
249	1	4741061	790513419	5347305	3430159	44219965	120249274	NA	0
250	1	3473317	793986736	5349776	3430159	44401403	120770043	NA	0
251	1	4005197	797991933	5358321	3430159	44634532	121377652	NA	0
252	1	882081	798874014	5359252	3430159	44674209	121509271	NA	0
253	1	1696599	800570613	5360067	3430159	44753653	121772992	NA	0
254	1	3867823	804438436	5364394	3430159	44966531	122372331	NA	0
255	1	3532043	807970479	5367812	3430159	45148097	122898695	NA	0
256	1	3675777	811646256	5374251	3430159	45366053	123452344	NA	0
257	1	4679313	816325569	5389312	3430159	45696529	124171958	NA	0
258	1	3464214	819789783	5391545	3430159	45871768	124689257	NA	0
259	1	1699526	821489309	5392307	3430159	45950357	124954262	NA	0
260	1	917863	822407172	5392923	3430159	45992786	125092476	NA	0
261	1	1542012	823949184	5393280	3430159	46064467	125324759	NA	0
262	1	503597	824452781	5399224	3430159	46112734	125413208	NA	0
263	1	4312046	828764827	5405671	3430159	46351679	126085545	NA	0
264	1	2739841	831504668	5406798	3430159	46478165	126469004	NA	0
265	1	2866565	834371233	5409081	3430159	46620931	126871200	NA	0
266	1	5380067	839751300	5436195	3430159	46987559	127656405	NA	0
267	1	4100398	843851698	5437834	3430159	47193574	128279617	NA	0
268	1	3405453	847257151	5438319	3430159	47359326	128785703	NA	0
269	1	4172359	851429510	5445909	3430159	47609650	129427986	NA	0
270	1	3741974	855171484	5447653	3430159	47792388	129984808	NA	0
271	1	4098707	859270191	5448964	3430159	47997800	130608933	NA	0
272	1	922819	860193010	5450000	3430159	48041783	130748064	NA	0
273	1	2912955	863105965	5450750	3430159	48182112	131171987	NA	0
274	1	2866181	865972146	5451312	3430159	48312462	131585780	NA	0
275	1	2979600	868951746	5466053	3430159	48523335	132023027	NA	0
276	1	2358278	871310024	5466422	3430159	48625433	132347723	NA	0
277	1	920683	872230707	5467811	3430159	48666792	132486778	NA	0
278	1	920923	873151630	5468902	3430159	48708158	132625840	NA	0
279	1	2922163	876073793	5469441	3430159	48840374	133047606	NA	0
280	1	1749349	877823142	5470091	3430159	48922301	133324126	NA	0
281	1	2522337	880345479	5472007	3430159	49040309	133681021	NA	0
282	1	3321800	883667279	5478538	3430159	49226401	134163451	NA	0
283	1	2446337	886113616	5481181	3430159	49339193	134504856	NA	0
284	1	2552924	888666540	5481774	3430159	49454749	134869837	NA	0
285	1	3576624	892243164	5488135	3430159	49650447	135409615	NA	0
286	1	4664081	896907245	5495730	3430159	49906508	136040051	NA	0
287	1	4690888	901598133	5506049	3430159	50147887	136671871	NA	0
288	1	4611360	906209493	5515042	3430159	50383306	137301019	NA	0
289	1	5932991	912142484	5525361	3430159	50683526	137959847	NA	0
290	1	4620858	916763342	5532614	3430159	50922483	138590228	NA	0
291	1	5099263	921862605	5543633	3430159	51189601	139241316	NA	0
292	1	4623163	926485768	5551556	3430159	51430306	139872799	NA	0
293	1	5793529	932279297	5562137	3430159	51718911	140532723	NA	0
294	1	4666657	936945954	5570459	3430159	51963470	141169139	NA	0
295	1	5041580	941987534	5578926	3430159	52219610	141812441	NA	0
296	1	1039900	943027434	5587072	3430159	52308227	141979171	NA	0
297	1	992357	944019791	5591296	3430159	52373066	142133158	NA	0
298	1	900964	944920755	5592868	3430159	52420268	142270562	NA	0
299	1	962133	945882888	5596253	3430159	52479771	142416023	NA	0
300	1	1709751	947592639	5598658	3430159	52566907	142685556	NA	0
301	1	1468622	949061261	5598966	3430159	52633199	142903080	NA	0
302	1	3089588	952150849	5603302	3430159	52792149	143359298	NA	0
303	1	2054636	954205485	5604460	3430159	52889463	143677767	NA	0
304	1	3254321	957459806	5608190	3430159	53050041	144156551	NA	0
305	1	2965817	960425623	5608554	3430159	53181998	144580547	NA	0
306	1	3534351	963959974	5610410	3430159	53359697	145107569	NA	0
307	1	3629634	967589608	5611699	3430159	53537582	145647702	NA	0
308	1	4460708	972050316	5631358	3430159	53833059	146325261	NA	0
309	1	3726823	975777139	5632623	3430159	54017960	146887641	NA	0
310	1	3814204	979591343	5636973	3430159	54210952	147462771	NA	0
311	1	3741131	983332474	5638847	3430159	54398677	148029503	NA	0
312	1	4328538	987661012	5646945	3430159	54645809	148650163	NA	0
313	1	3803917	991464929	5649255	3430159	54837341	149219809	NA	0
314	1	3130409	994595338	5650716	3430159	54985163	149679188	NA	0
315	1	3021871	997617209	5651292	3430159	55121298	150114759	NA	0
316	1	3733482	1001350691	5656888	3430159	55340006	150681896	NA	0
317	1	3684924	1005035615	5658332	3430159	55523595	151239729	NA	0
318	1	3753625	1008789240	5660351	3430159	55714336	151811848	NA	0
319	1	4314017	1013103257	5670056	3430159	55982529	152454596	NA	0
320	1	3191031	1016294288	5672145	3430159	56141061	152923576	NA	0
321	1	5322176	1021616464	5689668	3430159	56411636	153589229	NA	0
322	1	5856931	1027473395	5711870	3430159	56689498	154281828	NA	0
323	1	7381905	1034855300	5742560	3430159	57014719	155018296	NA	0
324	1	5428389	1040283689	5762534	3430159	57279228	155705150	NA	0
325	1	6782788	1047066477	5787014	3430159	57588097	156417771	NA	0
326	1	6882184	1053948661	5805629	3430159	57876917	157114576	NA	0
327	1	5883680	1059832341	5823727	3430159	58147781	157802348	NA	0
328	1	5365995	1065198336	5835012	3430159	58392872	158461957	NA	0
329	1	5397153	1070595489	5849935	3430159	58646472	159137807	NA	0
330	1	5478887	1076074376	5862007	3430159	58884595	159799435	NA	0
331	1	3899586	1079973962	5863873	3430159	59080936	160389941	NA	0
332	1	3363819	1083337781	5866731	3430159	59251864	160885881	NA	0
333	1	3702065	1087039846	5871041	3430159	59446595	161444780	NA	0
334	1	3587921	1090627767	5873467	3430159	59629496	161978894	NA	0
335	1	3183986	1093811753	5874025	4972075	59775454	162445014	NA	1
336	1	3956606	1097768359	7539500	4972075	59978728	163052865	NA	0
337	1	3097571	1100865930	7541401	4972075	60131534	163502053	NA	0
338	1	3168966	1104034896	7542810	4972075	60286486	163967097	NA	0
339	1	3570831	1107605727	7543692	4972075	60461770	164498730	NA	0
340	1	3721408	1111327135	7545430	4972075	60649167	165058265	NA	0
341	1	3091783	1114418918	7546634	4972075	60793979	165507169	NA	0
342	1	3552731	1117971649	7547571	4972075	60968021	166035803	NA	0
343	1	3107196	1121078845	7548258	4972075	61110171	166489482	NA	0
344	1	3137883	1124216728	7549824	4972075	61259223	166947734	NA	0
345	1	3122203	1127338931	7551488	4972075	61407000	167403670	NA	0
346	1	3038780	1130377711	7551893	4972075	61544044	167841631	NA	0
347	1	3496661	1133874372	7556661	4972075	61737218	168366995	NA	0
348	1	3599473	1137473845	7557645	4972075	61909361	168896107	NA	0
349	1	3873547	1141347392	7564955	4972075	62125241	169486761	NA	0
350	1	3928905	1145276297	7570840	4972075	62353258	170083766	NA	0
351	1	3764172	1149040469	7575241	4972075	62558068	170649026	NA	0
352	1	4022424	1153062893	7580893	4972075	62783207	171260462	NA	0
353	1	3202429	1156265322	7581618	4972075	62931873	171729961	NA	0
354	1	3274572	1159539894	7584430	4972075	63098573	172214151	NA	0
355	1	3205297	1162745191	7585296	4972075	63248579	172688488	NA	0
356	1	3177895	1165923086	7585882	4972075	63395696	173157693	NA	0
357	1	2998504	1168921590	7587293	4972075	63535224	173586466	NA	0
358	1	3055133	1171976723	7587826	4972075	63674060	174027986	NA	0
359	1	5160710	1177137433	7610541	4972075	64079381	174790624	NA	0
360	1	3016446	1180153879	7611171	4972075	64216625	175224851	NA	0
361	1	2115025	1182268904	7611500	4972075	64313457	175560715	NA	0
362	1	2359957	1184628861	7611850	4972075	64416510	175886685	NA	0
363	1	2097992	1186726853	7613778	4972075	64521933	176212088	NA	0
364	1	1500566	1188227419	7614488	4972075	64593297	176436042	NA	0
365	1	2461696	1190689115	7615326	4972075	64704147	176784224	NA	0
366	1	3339146	1194028261	7621814	4972075	64905368	177271163	NA	0
367	1	3961042	1197989303	7622943	4972075	65098744	177871550	NA	0
368	1	4014786	1202004089	7624806	4972075	65301922	178481525	NA	0
369	1	3874801	1205878890	7626719	4972075	65487587	179063989	NA	0
370	1	3337009	1209215899	7627897	4972075	65645459	179550274	NA	0
371	1	3460907	1212676806	7630311	4972075	65816553	180061774	NA	0
372	1	3422521	1216099327	7631771	4972075	65983370	180565058	NA	0
373	1	1872687	1217972014	7632944	4972075	66072236	180849120	NA	0
374	1	4747063	1222719077	7672159	4972075	66342239	181551461	NA	0
375	1	3705910	1226424987	7681182	4972075	66575405	182119349	NA	0
376	1	2770602	1229195589	7681855	4972075	66700639	182507099	NA	0
377	1	2397504	1231593093	7682371	4972075	66805665	182836107	NA	0
378	1	1469770	1233062863	7682656	4972075	66873194	183054287	NA	0
379	1	3188738	1236251601	7683329	4972075	67019463	183522189	NA	0
380	1	2349884	1238601485	7683936	4972075	67122950	183844755	NA	0
381	1	1480831	1240082316	7684872	4972075	67190949	184064317	NA	0
382	1	3315584	1243397900	7686013	4972075	67356359	184553744	NA	0
383	1	1468579	1244866479	7686315	4972075	67422874	184771306	NA	0
384	1	5175792	1250042271	7699669	4972075	67803947	185551923	NA	0
385	1	3310537	1253352808	7700621	4972075	67967771	186040913	NA	0
386	1	2501950	1255854758	7701858	4972075	68085872	186382696	NA	0
387	1	6108063	1261962821	7732243	4972075	68539558	187296750	NA	0
388	1	5262523	1267225344	7741364	4972075	68824581	188097498	NA	0
389	1	6529290	1273754634	7771815	4972075	69309653	189082411	NA	0
390	1	4574474	1278329108	7784072	4972075	69578284	189793353	NA	0
391	1	416599	1278745707	7784563	4972075	69599287	189864536	NA	0
392	1	3735223	1282480930	7791526	4972075	69815661	190432829	NA	0
393	1	1467829	1283948759	7791756	4972075	69881801	190650272	NA	0
394	1	2847887	1286796646	7793233	4972075	70015510	191063361	NA	0
395	1	441262	1287237908	7794394	4972075	70045716	191139573	NA	0
396	1	2944538	1290182446	7794828	4972075	70178609	191565719	NA	0
397	1	1768083	1291950529	7799938	4972075	70281300	191827552	NA	0
