tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
0	1	2423804	2423804	631504	NA	556487	373351	NA	0
1	1	5332175	7755979	768447	NA	1023720	1005271	NA	0
2	1	3372537	11128516	793278	NA	1206865	1474459	NA	0
3	1	2989200	14117716	796282	NA	1341344	1930583	NA	0
4	1	2377079	16494795	799761	NA	1452327	2300672	NA	0
5	1	2422129	18916924	803653	NA	1565697	2676189	NA	0
6	1	2827770	21744694	811024	NA	1726614	3110076	NA	0
7	1	2430463	24175157	813733	NA	1839651	3485195	NA	0
8	1	971362	25146519	814854	NA	1884568	3630845	NA	0
9	1	2953998	28100517	826056	NA	2044608	4083208	NA	0
10	1	2378684	30479201	826698	NA	2155184	4453403	NA	0
11	1	3013763	33492964	832446	NA	2289812	4895649	NA	0
12	1	2956613	36449577	833788	NA	2423104	5349949	NA	0
13	1	2414501	38864078	836254	NA	2535203	5723227	NA	0
14	1	2499130	41363208	841313	NA	2649045	6099616	NA	0
15	1	2510690	43873898	843955	NA	2766416	6487591	NA	0
16	1	3342084	47215982	852865	NA	2932633	6994591	NA	0
17	1	3734938	50950920	893133	NA	3250080	7556691	NA	0
18	1	3033105	53984025	897421	NA	3387985	8016975	NA	0
19	1	2382558	56366583	898301	NA	3498078	8387217	NA	0
20	1	2445965	58812548	901339	NA	3609830	8759995	NA	0
21	1	2437125	61249673	904020	NA	3721786	9132932	NA	0
22	1	2461144	63710817	908415	NA	3835154	9507368	NA	0
23	1	2384207	66095024	909438	NA	3946462	9878501	NA	0
24	1	2500614	68595638	910556	NA	4060925	10259835	NA	0
25	1	2872095	71467733	913508	NA	4189419	10690159	NA	0
26	1	2411452	73879185	915386	NA	4300652	11061460	NA	0
27	1	3141315	77020500	921412	NA	4449840	11527936	NA	0
28	1	2980172	80000672	923608	NA	4584187	11984760	NA	0
29	1	2861432	82862104	925411	NA	4713615	12420489	NA	0
30	1	2842592	85704696	927813	NA	4843038	12855326	NA	0
31	1	2486027	88190723	931844	NA	4955547	13229856	NA	0
32	1	2982411	91173134	957387	NA	5093493	13685845	NA	0
33	1	2378093	93551227	957966	NA	5203257	14055969	NA	0
34	1	186972	93738199	958248	NA	5210377	14081026	NA	0
35	1	691645	94429844	958949	NA	5243037	14183503	NA	0
36	1	1660924	96090768	959375	NA	5323734	14439760	NA	0
37	1	285947	96376715	960594	NA	5335828	14478135	NA	0
38	1	1667535	98044250	961278	NA	5416103	14731842	NA	0
39	1	1739688	99783938	963805	NA	5499710	14995743	NA	0
40	1	1787217	101571155	964496	NA	5582389	15268609	NA	0
41	1	171727	101742882	964865	NA	5589552	15294995	NA	0
42	1	2902859	104645741	965140	NA	5719981	15737117	NA	0
43	1	233362	104879103	965351	NA	5728834	15769664	NA	0
