tu	pass	raw	cumulative_raw	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	grz2_group_closes
252	3	2766172	750704393	1017812	744235	31637768	104740723	NA	0
253	3	2843327	753547720	1017827	744235	31752949	105140740	NA	0
254	3	2942999	756490719	1017842	744235	31869465	105547539	NA	0
255	3	2926329	759417048	1017857	744235	31984284	105949503	NA	0
256	3	4052705	763469753	1017872	744235	32154008	106520794	NA	0
257	3	2768039	766237792	1017887	744235	32265850	106910905	NA	0
258	3	2775483	769013275	1017902	744235	32377863	107302052	NA	0
259	3	2534996	771548271	1017917	744235	32489465	107681706	NA	0
260	3	2780471	774328742	1017932	744235	32601539	108072564	NA	0
261	3	2769453	777098195	1017947	744235	32713380	108462671	NA	0
262	3	2904054	780002249	1017962	744235	32827217	108860320	NA	0
263	3	3062257	783064506	1017977	744235	32946417	109276687	NA	0
264	3	3608016	786672522	1017992	744235	33088680	109772525	NA	0
265	3	2771695	789444217	1018007	744235	33200588	110162899	NA	0
266	3	2769145	792213362	1018022	744235	33312527	110553098	NA	0
267	3	2773554	794986916	1018037	744235	33424451	110943706	NA	0
268	3	2808759	797795675	1018052	744235	33536827	111336340	NA	0
269	3	3360682	801156357	1018067	744235	33673131	111810510	NA	0
270	3	2845097	804001454	1018082	744235	33785642	112202981	NA	0
271	3	2959062	806960516	1018097	744235	33906781	112623535	NA	0
272	3	2842667	809803183	1018112	744235	34019529	113015920	NA	0
273	3	3077646	812880829	1018127	744235	34141551	113443419	NA	0
274	3	3663461	816544290	1018142	744235	34288802	113959170	NA	0
275	3	2883816	819428106	1018157	744235	34404859	114367233	NA	0
276	3	3503264	822931370	1018172	744235	34547676	114868509	NA	0
277	3	4118028	827049398	1018187	744235	34723590	115464636	NA	0
278	3	2832975	829882373	1018202	744235	34837218	115862992	NA	0
279	3	2766251	832648624	1018217	744235	34949010	116252620	NA	0
280	3	3914437	836563061	1018232	744235	35116914	116815410	NA	0
281	3	2978241	839541302	1018247	744235	35234347	117225293	NA	0
282	3	2796585	842337887	1018262	744235	35347147	117620228	NA	0
283	3	1166736	843504623	1018277	744235	35400851	117799832	NA	0
284	3	3140593	846645216	1018292	744235	35520295	118218621	NA	0
285	3	2771144	849416360	1018307	744235	35632162	118608717	NA	0
286	3	2813766	852230126	1018322	744235	35745262	119004803	NA	0
287	3	2864608	855094734	1018337	744235	35857531	119401056	NA	0
288	3	2875897	857970631	1018352	744235	35974081	119807021	NA	0
289	3	2868218	860838849	1018367	744235	36090165	120211470	NA	0
290	3	2855265	863694114	1018382	744235	36206119	120615470	NA	0
291	3	2855271	866549385	1018397	744235	36322073	121019456	NA	0
292	3	2855265	869404650	1018412	744235	36438027	121423453	NA	0
293	3	2821915	872226565	1018427	744235	36552654	121822425	NA	0
294	3	3972595	876199160	1018442	744235	36723523	122395113	NA	0
295	3	2766851	878966011	1018457	744235	36835322	122784910	NA	0
296	3	2787110	881753121	1018472	744235	36947506	123176331	NA	0
297	4	125119	881878240	1018487	744235	36951439	123194503	NA	0
298	4	3266035	885144275	1018502	744235	37084901	123656469	NA	0
299	4	3270177	888414452	1018517	744235	37218588	124119130	NA	0
300	4	3321547	891735999	1018532	744235	37354475	124590688	NA	0
301	4	3109632	894845631	1018547	744235	37483166	125036587	NA	0
302	4	2532303	897377934	1018562	744235	37594597	125416122	NA	0
303	4	2127942	899505876	1018577	744235	37694563	125747656	NA	0
304	4	2128191	901634067	1018592	744235	37794539	126079178	NA	0
305	4	2128182	903762249	1018607	744235	37894511	126410707	NA	0
306	4	2799214	906561463	1018622	744235	38006808	126803995	NA	0
307	4	2794208	909355671	1018637	744235	38119276	127195895	NA	0
308	4	2786191	912141862	1018652	744235	38231561	127588365	NA	0
309	4	2739296	914881158	1018667	744235	38342463	127977245	NA	0
310	4	2848090	917729248	1018682	744235	38457144	128377527	NA	0
311	4	3355705	921084953	1018697	744235	38579413	128807434	NA	0
312	4	2958394	924043347	1018712	744235	38697136	129217917	NA	0
313	4	2776567	926819914	1018727	744235	38809062	129608386	NA	0
314	4	2826870	929646784	1018742	744235	38921513	130000798	NA	0
315	4	3231048	932877832	1018757	744235	39043018	130426623	NA	0
316	4	2815487	935693319	1018772	744235	39155328	130818693	NA	0
317	4	2823107	938516426	1018787	744235	39267707	131211077	NA	0
318	4	2803658	941320084	1018802	744235	39379891	131603112	NA	0
319	4	3192286	944512370	1018817	744235	39500166	132022032	NA	0
320	4	3172511	947684881	1018832	744235	39616918	132430647	NA	0
321	4	2808060	950492941	1018847	744235	39729333	132823616	NA	0
322	4	3975449	954468390	1018862	744235	39898039	133391532	NA	0
323	4	2815695	957284085	1018877	744235	40010532	133785022	NA	0
324	4	3984092	961268177	1018892	744235	40179348	134353519	NA	0
325	4	2781125	964049302	1018907	744235	40291317	134744400	NA	0
326	4	3170175	967219477	1018922	744235	40415922	135177292	NA	0
327	4	2779198	969998675	1018937	744235	40527888	135567975	NA	0
328	4	2803816	972802491	1018952	744235	40641296	135963643	NA	0
329	4	3148878	975951369	1018967	744235	40763670	136389733	NA	0
330	4	3226346	979177715	1018982	744235	40889441	136826386	NA	0
331	4	3745209	982922924	1018997	744235	41036554	137338504	NA	0
332	4	2832597	985755521	1019012	744235	41150635	137736263	NA	0
333	4	2975558	988731079	1019027	744235	41266136	138140015	NA	0
334	4	4102823	992833902	1019042	744235	41436520	138713006	NA	0
335	4	2784397	995618299	1019057	745330	41548882	139105543	NA	1
336	4	2775716	998394015	1019072	745330	41661027	139496683	NA	0
337	4	2802169	1001196184	1019087	745330	41773664	139890145	NA	0
338	4	2755014	1003951198	1019102	745330	41885401	140278069	NA	0
339	4	2955980	1006907178	1019117	745330	41999635	140675279	NA	0
340	4	3087189	1009994367	1019132	745330	42114941	141079479	NA	0
341	4	3161643	1013156010	1019147	745330	42233672	141494095	NA	0
342	4	3795301	1016951311	1019162	745330	42374424	141985586	NA	0
343	4	2776051	1019727362	1019177	745330	42486328	142376252	NA	0
344	4	2792457	1022519819	1019192	745330	42599069	142769112	NA	0
345	4	2896914	1025416733	1019207	745330	42715316	143175134	NA	0
346	4	2859384	1028276117	1019222	745330	42828128	143568160	NA	0
347	4	3411313	1031687430	1019237	745330	42964871	144042851	NA	0
348	4	3022235	1034709665	1019252	745330	43079519	144441888	NA	0
349	4	2995739	1037705404	1019267	745330	43194553	144839175	NA	0
350	4	4150524	1041855928	1019282	745330	43365814	145410639	NA	0
351	4	2766172	1044622100	1019297	745330	43477533	145799500	NA	0
352	4	2843327	1047465427	1019312	745330	43592714	146199517	NA	0
353	4	2942999	1050408426	1019327	745330	43709230	146606316	NA	0
354	4	2926329	1053334755	1019342	745330	43824049	147008280	NA	0
355	4	4052705	1057387460	1019357	745330	43993773	147579571	NA	0
356	4	2768039	1060155499	1019372	745330	44105615	147969682	NA	0
357	4	2775483	1062930982	1019387	745330	44217628	148360829	NA	0
358	4	2534996	1065465978	1019402	745330	44329230	148740483	NA	0
359	4	2780471	1068246449	1019417	745330	44441304	149131341	NA	0
360	4	2769453	1071015902	1019432	745330	44553145	149521448	NA	0
361	4	2904054	1073919956	1019447	745330	44666982	149919097	NA	0
362	4	3062257	1076982213	1019462	745330	44786182	150335464	NA	0
363	4	3608016	1080590229	1019477	745330	44928445	150831302	NA	0
364	4	2771695	1083361924	1019492	745330	45040353	151221676	NA	0
365	4	2769145	1086131069	1019507	745330	45152292	151611875	NA	0
366	4	2773554	1088904623	1019522	745330	45264216	152002483	NA	0
367	4	2808759	1091713382	1019537	745330	45376592	152395117	NA	0
368	4	3360682	1095074064	1019552	745330	45512896	152869287	NA	0
369	4	2845097	1097919161	1019567	745330	45625407	153261758	NA	0
370	4	2959062	1100878223	1019582	745330	45746546	153682312	NA	0
371	4	2842667	1103720890	1019597	745330	45859294	154074697	NA	0
372	4	3077646	1106798536	1019612	745330	45981316	154502196	NA	0
373	4	3663461	1110461997	1019627	745330	46128567	155017947	NA	0
374	4	2883816	1113345813	1019642	745330	46244624	155426010	NA	0
375	4	3503264	1116849077	1019657	745330	46387441	155927286	NA	0
376	4	4118028	1120967105	1019672	745330	46563355	156523413	NA	0
377	4	2832975	1123800080	1019687	745330	46676983	156921769	NA	0
378	4	2766251	1126566331	1019702	745330	46788775	157311397	NA	0
379	4	3914437	1130480768	1019717	745330	46956679	157874187	NA	0
380	4	2978241	1133459009	1019732	745330	47074112	158284070	NA	0
381	4	2796585	1136255594	1019747	745330	47186912	158679005	NA	0
382	4	1166736	1137422330	1019762	745330	47240616	158858609	NA	0
383	4	3140593	1140562923	1019777	745330	47360060	159277398	NA	0
384	4	2771144	1143334067	1019792	745330	47471927	159667494	NA	0
385	4	2813766	1146147833	1019807	745330	47585027	160063580	NA	0
386	4	2864608	1149012441	1019822	745330	47697296	160459833	NA	0
387	4	2875897	1151888338	1019837	745330	47813846	160865798	NA	0
388	4	2868218	1154756556	1019852	745330	47929930	161270247	NA	0
389	4	2855265	1157611821	1019867	745330	48045884	161674247	NA	0
390	4	2855271	1160467092	1019882	745330	48161838	162078233	NA	0
391	4	2855265	1163322357	1019897	745330	48277792	162482230	NA	0
392	4	2821915	1166144272	1019912	745330	48392419	162881202	NA	0
393	4	3972595	1170116867	1019927	745330	48563288	163453890	NA	0
394	4	2766851	1172883718	1019942	745330	48675087	163843687	NA	0
395	4	2787110	1175670828	1019978	746056	48787271	164235108	NA	1
