pass	tu_ord	region_count	root_tokens	blocks_after	new_blocks	max_depth	deep_refs	root_raw	root_z1	root_z3	root_z6	changed	tok_per_reg
0	400	5664	963	22570	82	14	346	2889	2187	2187	2187	0	0.1700
0	401	4173	312	22652	51	13	191	936	781	781	781	0	0.0748
0	402	5460	426	22703	68	14	254	1278	1031	1031	1031	0	0.0780
0	403	5700	636	22771	37	14	455	1908	1485	1485	1485	0	0.1116
0	404	4788	529	22808	42	14	226	1587	1213	1213	1213	0	0.1105
0	405	6613	1346	22850	58	14	370	4038	3016	3016	3016	0	0.2035
0	406	3680	290	22908	34	14	136	870	675	675	675	0	0.0788
0	407	4217	305	22942	41	14	185	915	773	773	773	0	0.0723
0	408	4132	257	22983	17	15	145	771	660	660	660	0	0.0622
0	409	4029	296	23000	14	14	118	888	715	715	715	0	0.0735
0	410	3451	99	23014	3	14	62	297	285	285	285	0	0.0287
0	411	4461	248	23017	13	14	169	744	598	598	598	0	0.0556
0	412	5348	619	23030	174	13	362	1857	1434	1434	1434	0	0.1157
0	413	5505	351	23204	37	13	248	1053	878	878	878	0	0.0638
0	414	4280	274	23241	21	13	142	822	678	678	678	0	0.0640
0	415	3919	154	23262	24	13	112	462	425	425	425	0	0.0393
0	416	3938	172	23286	11	14	116	516	458	458	458	0	0.0437
0	417	3768	104	23297	14	15	77	312	298	298	298	0	0.0276
0	418	4269	181	23311	18	15	120	543	480	480	480	0	0.0424
0	419	3763	90	23329	10	13	74	270	266	266	266	0	0.0239
0	420	4153	178	23339	17	14	116	534	474	474	474	0	0.0429
0	421	3759	78	23356	14	14	59	234	221	221	221	0	0.0208
0	422	4392	225	23370	18	14	124	675	570	573	573	0	0.0512
0	423	4266	168	23388	29	14	120	504	453	453	453	0	0.0394
0	424	5324	626	23417	20	14	422	1878	1422	1422	1423	0	0.1176
0	425	3843	123	23437	2	15	47	369	310	310	310	0	0.0320
0	426	4098	172	23439	16	14	90	516	445	445	445	0	0.0420
0	427	5214	293	23455	34	15	153	879	721	721	721	0	0.0562
0	428	4600	542	23489	41	15	338	1626	1204	1204	1204	0	0.1178
0	429	3820	223	23530	16	15	111	669	573	573	573	0	0.0584
0	430	6386	754	23546	55	14	395	2262	1739	1739	1739	0	0.1181
0	431	6083	568	23601	42	15	267	1704	1336	1336	1336	0	0.0934
0	432	4713	113	23643	13	15	91	339	325	325	325	0	0.0240
0	433	3801	98	23656	11	15	44	294	267	267	267	0	0.0258
0	434	4460	408	23667	21	15	130	1224	952	952	952	0	0.0915
0	435	5818	709	23688	87	12	470	2127	1741	1741	1741	0	0.1219
0	436	3768	198	23775	6	13	120	594	526	526	526	0	0.0525
0	437	5066	465	23781	313	14	427	1395	1053	1053	1053	0	0.0918
0	438	5461	546	24094	25	14	342	1638	1256	1256	1256	0	0.1000
0	439	3436	104	24119	3	13	56	312	306	306	306	0	0.0303
0	440	6833	1204	24122	80	13	369	3612	2735	2735	2737	0	0.1762
0	441	4942	176	24202	10	14	168	528	437	437	437	0	0.0356
0	442	5103	254	24212	37	15	188	762	632	632	632	0	0.0498
0	443	5169	362	24249	88	15	184	1086	911	911	912	0	0.0700
0	444	5253	359	24337	23	15	282	1077	846	846	846	0	0.0683
0	445	5003	204	24360	13	14	134	612	533	533	533	0	0.0408
0	446	6268	1065	24373	46	13	217	3195	2329	2326	2326	0	0.1699
0	447	5509	291	24419	16	14	224	873	723	723	723	0	0.0528
0	448	4889	521	24435	52	14	179	1563	1213	1213	1213	0	0.1066
0	449	5138	287	24487	36	13	181	861	733	733	733	0	0.0559
0	450	5614	314	24523	31	15	205	942	795	795	795	0	0.0559
0	451	6960	1551	24554	59	15	290	4653	3331	3331	3336	0	0.2228
0	452	4096	223	24613	24	14	126	669	587	587	587	0	0.0544
0	453	5363	938	24637	81	14	266	2814	2112	2116	2115	0	0.1749
0	454	3959	234	24718	20	14	155	702	619	619	619	0	0.0591
0	455	3979	269	24738	18	14	187	807	686	686	686	0	0.0676
0	456	4678	490	24756	35	14	256	1470	1169	1169	1171	0	0.1047
0	457	5077	585	24791	88	14	282	1755	1388	1388	1388	0	0.1152
0	458	4734	615	24879	55	14	223	1845	1394	1397	1397	0	0.1299
0	459	3806	181	24934	9	15	84	543	470	470	470	0	0.0476
0	460	4839	337	24943	25	14	197	1011	822	822	822	0	0.0696
0	461	6172	925	24968	43	14	225	2775	2007	2007	2010	0	0.1499
0	462	4643	567	25011	102	14	188	1701	1331	1331	1334	0	0.1221
0	463	3050	92	25113	7	15	37	276	271	271	271	0	0.0302
0	464	3936	298	25120	20	15	150	894	728	728	728	0	0.0757
0	465	4699	400	25140	20	15	179	1200	980	980	980	0	0.0851
0	466	5128	332	25160	27	15	177	996	828	828	828	0	0.0647
0	467	3465	116	25187	14	16	59	348	332	332	332	0	0.0335
0	468	4654	642	25201	37	16	244	1926	1512	1512	1516	0	0.1379
0	469	3756	190	25238	15	16	91	570	494	500	500	0	0.0506
0	470	4182	338	25253	22	16	127	1014	842	842	842	0	0.0808
0	471	4042	232	25275	32	17	129	696	600	600	600	0	0.0574
0	472	5538	554	25307	50	17	252	1662	1307	1307	1307	0	0.1000
0	473	5671	802	25357	56	14	369	2406	1878	1878	1878	0	0.1414
0	474	6610	1011	25413	53	17	418	3033	2370	2370	2370	0	0.1530
0	475	5656	499	25466	43	17	267	1497	1214	1214	1214	0	0.0882
0	476	6440	952	25509	93	18	423	2856	2235	2239	2240	0	0.1478
0	477	5553	422	25602	40	18	221	1266	1026	1026	1026	0	0.0760
0	478	4440	315	25642	23	14	170	945	767	767	767	0	0.0709
0	479	4410	318	25665	16	15	135	954	769	769	769	0	0.0721
0	480	5284	633	25681	58	18	292	1899	1471	1471	1471	0	0.1198
0	481	5258	556	25739	55	18	317	1668	1323	1323	1323	0	0.1057
0	482	4035	291	25794	7	18	104	873	719	719	719	0	0.0721
0	483	5546	418	25801	28	18	249	1254	1038	1038	1038	0	0.0754
0	484	6671	1114	25829	28	14	335	3342	2531	2531	2535	0	0.1670
0	485	4884	364	25857	39	14	212	1092	895	897	897	0	0.0745
0	486	4781	324	25896	28	15	187	972	798	798	798	0	0.0678
0	487	6146	740	25924	62	15	260	2220	1698	1698	1698	0	0.1204
0	488	4876	451	25986	40	12	237	1353	1086	1086	1086	0	0.0925
0	489	4753	324	26026	56	13	176	972	800	800	800	0	0.0682
0	490	4838	318	26082	32	12	174	954	764	764	764	0	0.0657
0	491	5077	244	26114	15	14	140	732	630	630	630	0	0.0481
0	492	3777	169	26129	13	15	85	507	452	452	452	0	0.0447
0	493	5569	712	26142	93	14	424	2136	1699	1699	1699	0	0.1279
0	494	4372	303	26235	19	15	119	909	716	716	716	0	0.0693
0	495	6357	1054	26254	58	12	277	3162	2325	2325	2325	0	0.1658
0	496	4428	179	26312	12	13	104	537	474	474	474	0	0.0404
0	497	5850	438	26324	20	15	220	1314	1040	1040	1040	0	0.0749
0	498	20758	15683	26344	90	15	251	47049	34962	34962	31580	0	0.7555
0	499	38686	33871	26434	146	13	441	101613	75249	66876	66816	0	0.8755
0	500	5542	618	26580	28	14	340	1854	1505	1505	1506	0	0.1115
0	501	5324	525	26608	106	14	280	1575	1254	1254	1247	0	0.0986
0	502	7286	2334	26714	117	14	311	7002	4907	4669	4657	0	0.3203
0	503	5659	746	26831	22	14	231	2238	1558	1531	1511	0	0.1318
0	504	5446	487	26853	49	14	200	1461	1073	1066	1044	0	0.0894
0	505	6308	1327	26902	36	15	199	3981	2612	2517	2517	0	0.2104
0	506	5208	208	26938	30	15	175	624	470	470	470	0	0.0399
0	507	5581	600	26968	78	15	232	1800	1343	1333	1312	0	0.1075
0	508	5560	534	27046	5	15	133	1602	1081	1081	1054	0	0.0960
0	509	5227	203	27051	51	16	127	609	454	449	449	0	0.0388
0	510	5432	336	27102	32	16	218	1008	805	804	804	0	0.0619
0	511	5397	351	27134	28	16	102	1053	769	770	755	0	0.0650
0	512	5195	122	27162	10	16	80	366	299	299	299	0	0.0235
0	513	7099	1960	27172	11	17	82	5880	3553	3539	3539	0	0.2761
0	514	5412	269	27183	27	17	181	807	640	639	639	0	0.0497
0	515	5965	680	27210	23	17	94	2040	1335	1335	1309	0	0.1140
0	516	5791	701	27233	6	17	57	2103	1363	1363	1326	0	0.1210
0	517	5521	397	27239	24	17	108	1191	872	868	856	0	0.0719
0	518	5311	206	27263	4	17	49	618	456	456	449	0	0.0388
0	519	6258	1129	27267	14	17	49	3387	2083	2083	2083	0	0.1804
0	520	5260	129	27281	6	18	45	387	307	309	309	0	0.0245
0	521	6756	1613	27287	7	18	35	4839	2924	2922	2922	0	0.2388
0	522	5371	246	27294	3	18	30	738	502	508	495	0	0.0458
0	523	5473	342	27297	22	18	164	1026	831	833	833	0	0.0625
0	524	7195	2069	27319	3	18	29	6207	3742	3742	3742	0	0.2876
0	525	5961	918	27322	8	18	103	2754	1823	1823	1773	0	0.1540
0	526	5327	175	27330	2	18	26	525	375	375	373	0	0.0329
0	527	5245	111	27332	9	19	24	333	271	271	272	0	0.0212
0	528	5552	432	27341	1	19	33	1296	855	855	819	0	0.0778
0	529	9508	4439	27342	6	19	71	13317	8976	8948	8948	0	0.4669
0	530	5246	116	27348	2	19	30	348	296	296	296	0	0.0221
0	531	6036	897	27350	5	20	18	2691	1656	1598	1598	0	0.1486
0	532	5410	289	27355	4	20	30	867	604	604	588	0	0.0534
0	533	5205	55	27359	0	20	14	165	145	145	145	0	0.0106
0	534	5389	77	27359	11	20	38	231	218	218	218	0	0.0143
0	535	5415	270	27370	2	21	10	810	541	541	521	0	0.0499
0	536	5602	411	27372	5	21	18	1233	817	817	787	0	0.0734
0	537	5566	417	27377	0	21	8	1251	804	804	770	0	0.0749
0	538	5202	53	27377	1	21	8	159	136	136	136	0	0.0102
0	539	5474	324	27378	0	21	7	972	630	630	606	0	0.0592
0	540	5295	237	27378	5	17	100	711	546	546	544	0	0.0448
0	541	5167	18	27383	2	21	6	54	63	63	63	0	0.0035
0	542	5209	56	27385	1	21	6	168	142	142	142	0	0.0108
0	543	7645	2555	27386	7	21	74	7665	4828	4826	4830	0	0.3342
0	544	7151	2010	27393	85	15	143	6030	3933	3931	3931	0	0.2811
0	545	5412	334	27478	7	19	76	1002	731	730	713	0	0.0617
0	546	5842	699	27485	11	19	243	2097	1627	1605	1593	0	0.1197
0	547	19554	14067	27496	130	16	268	42201	31718	29022	29013	0	0.7194
0	548	5368	153	27626	6	19	40	459	377	377	378	0	0.0285
0	549	4964	178	27632	18	14	131	534	492	492	492	0	0.0359
0	550	5185	101	27650	12	16	88	303	283	283	283	0	0.0195
0	551	2874	122	27662	3	15	106	366	323	323	323	0	0.0424
0	552	5222	152	27665	9	16	129	456	408	408	408	0	0.0291
0	553	5222	144	27674	34	16	122	432	379	379	379	0	0.0276
0	554	4929	55	27708	12	17	52	165	147	147	147	0	0.0112
0	555	5467	204	27720	20	17	128	612	520	520	520	0	0.0373
0	556	5318	328	27740	143	17	79	984	778	778	777	0	0.0617
0	557	4964	160	27883	21	15	115	480	445	445	445	0	0.0322
0	558	5185	56	27904	16	17	44	168	151	151	151	0	0.0108
0	559	2874	103	27920	1	15	89	309	286	286	286	0	0.0358
0	560	5659	364	27921	14	19	121	1092	826	824	821	0	0.0643
0	561	5244	270	27935	161	20	177	810	597	598	598	0	0.0515
0	562	108	29	28096	0	6	17	87	96	96	96	0	0.2685
0	563	5031	111	28096	7	18	80	333	312	312	312	0	0.0221
0	564	5558	189	28103	17	20	119	567	507	507	507	0	0.0340
0	565	5439	278	28120	1	20	24	834	572	572	558	0	0.0511
0	566	3410	197	28121	9	20	68	591	480	477	478	0	0.0578
0	567	5410	267	28130	7	20	20	801	536	536	531	0	0.0494
0	568	8079	2744	28137	14	21	73	8232	5115	5117	5117	0	0.3396
0	569	5267	93	28151	0	21	50	279	244	244	244	0	0.0177
0	570	5970	664	28151	28	21	86	1992	1305	1305	1282	0	0.1112
0	571	6784	1568	28179	8	21	58	4704	2866	2866	2866	0	0.2311
0	572	4301	550	28187	17	22	66	1650	1125	1101	1073	0	0.1279
0	573	5241	100	28204	2	22	14	300	227	227	227	0	0.0191
0	574	5491	385	28206	10	22	67	1155	811	811	795	0	0.0701
0	575	5935	797	28216	15	22	65	2391	1546	1546	1505	0	0.1343
0	576	5848	410	28231	29	18	101	1230	927	927	927	0	0.0701
0	577	5237	192	28260	3	13	135	576	492	495	495	0	0.0367
0	578	5241	98	28263	2	23	12	294	241	241	241	0	0.0187
0	579	5385	258	28265	5	23	27	774	532	532	513	0	0.0479
0	580	7800	2454	28270	12	19	109	7362	4594	4583	4583	0	0.3146
0	581	1037	29	28282	1	11	17	87	96	96	96	0	0.0280
0	582	2967	128	28283	14	14	61	384	355	355	355	0	0.0431
0	583	2641	340	28297	15	10	240	1020	852	852	852	0	0.1287
0	584	3360	173	28312	9	13	97	519	462	462	462	0	0.0515
0	585	560	203	28321	0	9	28	609	451	451	451	0	0.3625
0	586	510	157	28321	4	9	29	471	379	379	380	0	0.3078
0	587	567	210	28325	0	9	26	630	465	463	464	0	0.3704
0	588	598	241	28325	9	9	26	723	524	526	524	0	0.4030
0	589	513	212	28334	68	9	18	636	461	460	460	0	0.4133
0	590	622	224	28402	67	10	49	672	502	502	501	0	0.3601
0	591	677	243	28469	0	10	79	729	527	527	527	0	0.3589
0	592	780	346	28469	44	10	79	1038	724	725	725	0	0.4436
0	593	622	212	28513	35	10	53	636	475	475	475	0	0.3408
0	594	517	117	28548	9	10	79	351	301	301	301	0	0.2263
0	595	589	158	28557	4	10	33	474	364	364	367	0	0.2683
0	596	669	235	28561	0	11	30	705	505	505	505	0	0.3513
0	597	951	498	28561	113	11	55	1494	1011	974	953	0	0.5237
0	598	659	180	28674	3	11	59	540	424	423	423	0	0.2731
0	599	689	275	28677	42	11	28	825	616	616	616	0	0.3991
0	600	845	302	28719	5	11	92	906	681	681	680	0	0.3574
0	601	652	154	28724	77	11	45	462	367	367	367	0	0.2362
0	602	475	26	28801	3	11	15	78	87	87	87	0	0.0547
0	603	473	30	28804	0	12	12	90	99	99	99	0	0.0634
0	604	574	132	28804	15	12	52	396	327	327	327	0	0.2300
0	605	1138	523	28819	18	12	135	1569	1134	1134	1137	0	0.4596
0	606	492	38	28837	2	12	11	114	117	117	117	0	0.0772
0	607	495	40	28839	0	13	10	120	119	119	119	0	0.0808
0	608	4135	356	28839	116	14	274	1068	885	884	883	0	0.0861
0	609	629	352	28955	2	8	31	1056	714	714	714	0	0.5596
0	610	1551	124	28957	12	10	80	372	357	357	357	0	0.0799
0	611	2503	342	28969	12	12	154	1026	847	849	849	0	0.1366
0	612	2632	428	28981	26	12	184	1284	1018	1021	1021	0	0.1626
0	613	2737	644	29007	123	10	335	1932	1518	1517	1517	0	0.2353
0	614	2411	256	29130	49	14	168	768	649	649	649	0	0.1062
0	615	2275	223	29179	41	10	144	669	578	578	578	0	0.0980
0	616	2632	429	29220	106	10	236	1287	1022	1022	1022	0	0.1630
0	617	2415	267	29326	62	10	199	801	666	666	666	0	0.1106
0	618	2608	432	29388	22	10	160	1296	974	975	975	0	0.1656
0	619	80	14	29410	2	10	2	42	51	51	51	0	0.1750
0	620	2442	282	29412	21	9	154	846	701	701	701	0	0.1155
0	621	2777	223	29433	8	10	147	669	568	568	568	0	0.0803
0	622	2450	345	29441	45	10	244	1035	808	808	808	0	0.1408
0	623	2652	434	29486	36	10	242	1302	984	984	984	0	0.1637
0	624	2584	223	29522	16	10	132	669	568	568	568	0	0.0863
0	625	2515	248	29538	71	14	179	744	614	614	614	0	0.0986
0	626	2425	140	29609	10	11	80	420	379	379	379	0	0.0577
0	627	1884	150	29619	27	10	120	450	409	409	409	0	0.0796
0	628	2276	113	29646	20	12	89	339	314	314	314	0	0.0496
0	629	80	13	29666	0	10	3	39	48	48	48	0	0.1625
0	630	80	13	29666	0	10	3	39	48	48	48	0	0.1625
0	631	119	21	29666	0	8	4	63	72	72	72	0	0.1765
0	632	1718	155	29666	6	11	89	465	423	423	423	0	0.0902
0	633	2448	405	29672	6	11	107	1215	913	916	914	0	0.1654
0	634	72335	72052	29678	1	9	20	216156	165779	165779	165779	0	0.9961
0	635	3502	150	29679	11	12	108	450	419	419	419	0	0.0428
0	636	3778	972	29690	16	10	369	2916	2063	2063	2063	0	0.2573
0	637	122	19	29706	0	10	6	57	66	66	66	0	0.1557
0	638	450	154	29706	1	9	15	462	350	352	352	0	0.3422
0	639	373	92	29707	1	10	13	276	232	232	232	0	0.2466
0	640	441	145	29708	4	10	14	435	340	342	340	0	0.3288
0	641	472	144	29712	41	10	19	432	342	342	342	0	0.3051
0	642	127	20	29753	4	10	8	60	69	69	69	0	0.1575
0	643	315	43	29757	3	10	14	129	128	128	128	0	0.1365
0	644	586	228	29760	11	10	48	684	529	531	531	0	0.3891
0	645	455	129	29771	42	10	42	387	333	334	334	0	0.2835
0	646	411	76	29813	8	10	47	228	203	203	207	0	0.1849
0	647	475	126	29821	13	11	64	378	322	322	322	0	0.2653
0	648	897	494	29834	30	11	63	1482	1011	1011	1014	0	0.5507
0	649	653	245	29864	68	11	73	735	567	567	567	0	0.3752
0	650	586	143	29932	35	11	89	429	358	358	358	0	0.2440
0	651	682	242	29967	11	10	122	726	581	581	581	0	0.3548
0	652	654	186	29978	71	11	97	558	441	441	441	0	0.2844
0	653	656	150	30049	25	11	120	450	358	358	358	0	0.2287
0	654	677	154	30074	44	11	116	462	358	358	358	0	0.2275
0	655	689	139	30118	5	12	96	417	327	327	327	0	0.2017
0	656	828	291	30123	35	11	97	873	634	639	639	0	0.3514
0	657	690	119	30158	5	12	80	357	293	293	293	0	0.1725
0	658	623	123	30163	27	12	56	369	300	301	301	0	0.1974
0	659	646	127	30190	10	12	52	381	331	329	331	0	0.1966
0	660	644	118	30200	4	12	45	354	296	299	300	0	0.1832
0	661	736	213	30204	9	12	55	639	492	485	485	0	0.2894
0	662	474	48	30213	7	12	24	144	133	133	133	0	0.1013
0	663	476	101	30220	12	10	75	303	277	277	277	0	0.2122
0	664	181	74	30232	0	8	37	222	197	197	197	0	0.4088
0	665	885	270	30232	10	10	49	810	554	537	528	0	0.3051
0	666	499	218	30242	0	10	14	654	454	454	454	0	0.4369
0	667	931	259	30242	10	10	63	777	568	547	523	0	0.2782
0	668	943	318	30252	4	8	77	954	701	705	705	0	0.3372
0	669	5190	150	30256	10	16	102	450	401	401	401	0	0.0289
0	670	4940	205	30266	22	16	153	615	552	552	552	0	0.0415
0	671	5404	661	30288	57	11	362	1983	1570	1570	1570	0	0.1223
0	672	5038	121	30345	20	14	88	363	340	340	340	0	0.0240
0	673	4963	189	30365	16	14	141	567	506	506	506	0	0.0381
0	674	4957	169	30381	38	14	127	507	454	454	454	0	0.0341
0	675	4946	142	30419	49	14	117	426	371	371	371	0	0.0287
0	676	4983	136	30468	10	15	106	408	336	336	336	0	0.0273
0	677	4984	127	30478	12	15	104	381	319	319	319	0	0.0255
0	678	4974	138	30490	8	15	107	414	379	379	379	0	0.0277
0	679	5049	120	30498	35	15	106	360	299	299	299	0	0.0238
0	680	5051	258	30533	32	14	195	774	678	678	678	0	0.0511
0	681	5038	186	30565	16	13	163	558	467	467	467	0	0.0369
0	682	6	3	30581	0	2	1	9	18	18	18	0	0.5000
0	683	5018	207	30581	26	15	134	621	558	558	558	0	0.0413
0	684	5039	164	30607	27	15	116	492	429	429	429	0	0.0325
0	685	4965	124	30634	9	15	83	372	327	327	327	0	0.0250
0	686	5227	327	30643	60	15	207	981	805	806	806	0	0.0626
0	687	5024	103	30703	27	15	84	309	275	275	275	0	0.0205
0	688	2526	265	30730	28	15	55	795	600	601	601	0	0.1049
1	689	1453	42	30758	3	12	24	126	135	135	135	0	0.0289
1	690	5602	380	30761	76	13	311	1140	892	892	892	0	0.0678
1	691	5602	336	30837	40	13	278	1008	779	779	779	0	0.0600
1	692	4963	213	30877	14	13	188	639	561	561	561	0	0.0429
1	693	4940	160	30891	104	14	155	480	392	392	392	0	0.0324
1	694	3889	163	30995	47	15	96	489	417	415	417	0	0.0419
1	695	4229	228	31042	16	15	130	684	562	562	562	0	0.0539
1	696	4914	670	31058	83	14	146	2010	1409	1406	1406	0	0.1363
1	697	4092	157	31141	26	15	102	471	409	409	409	0	0.0384
1	698	3819	130	31167	25	16	77	390	338	338	338	0	0.0340
1	699	4938	91	31192	6	14	83	273	232	232	232	0	0.0184
1	700	4999	144	31198	3	14	83	432	352	352	352	0	0.0288
1	701	3948	111	31201	17	14	89	333	314	314	314	0	0.0281
1	702	4938	92	31218	9	14	84	276	238	238	238	0	0.0186
1	703	4999	146	31227	109	14	85	438	363	363	363	0	0.0292
1	704	3948	98	31336	16	14	77	294	277	277	277	0	0.0248
1	705	3948	83	31352	10	14	54	249	226	226	226	0	0.0210
1	706	3787	51	31362	7	16	41	153	157	157	157	0	0.0135
1	707	3761	50	31369	10	16	37	150	149	149	149	0	0.0133
1	708	4275	216	31379	11	16	72	648	509	509	509	0	0.0505
1	709	4855	209	31390	21	17	162	627	527	527	527	0	0.0430
1	710	3750	39	31411	3	17	21	117	109	109	109	0	0.0104
1	711	5139	163	31414	11	17	99	489	423	423	423	0	0.0317
1	712	4587	238	31425	21	17	98	714	567	567	567	0	0.0519
1	713	3998	105	31446	2	16	39	315	285	285	285	0	0.0263
1	714	3902	144	31448	16	17	84	432	389	392	392	0	0.0369
1	715	3787	25	31464	2	17	15	75	84	84	84	0	0.0066
1	716	4212	56	31466	6	18	31	168	167	167	167	0	0.0133
1	717	4151	245	31472	13	18	49	735	538	538	538	0	0.0590
1	718	4046	75	31485	4	16	45	225	207	207	207	0	0.0185
1	719	3947	62	31489	3	16	30	186	175	175	175	0	0.0157
1	720	2384	35	31492	3	18	23	105	114	114	114	0	0.0147
1	721	2257	74	31495	11	12	65	222	216	216	216	0	0.0328
1	722	2027	20	31506	0	18	12	60	69	69	69	0	0.0099
1	723	92	9	31506	0	9	5	27	36	36	36	0	0.0978
1	724	2633	28	31506	3	18	19	84	93	93	93	0	0.0106
1	725	2797	54	31509	3	18	25	162	156	156	156	0	0.0193
1	726	2646	29	31512	4	18	19	87	96	96	96	0	0.0110
1	727	2639	22	31516	0	19	14	66	75	75	75	0	0.0083
1	728	2096	13	31516	1	19	8	39	48	48	48	0	0.0062
1	729	2626	25	31517	6	19	18	75	84	84	84	0	0.0095
1	730	2639	19	31523	2	19	13	57	66	66	66	0	0.0072
1	731	2639	19	31525	3	19	11	57	66	66	66	0	0.0072
1	732	2646	21	31528	2	19	12	63	72	72	72	0	0.0079
1	733	2642	17	31530	0	20	9	51	60	60	60	0	0.0064
1	734	2829	30	31530	5	20	21	90	99	99	99	0	0.0106
1	735	2833	36	31535	1	20	19	108	112	112	112	0	0.0127
1	736	2171	20	31536	1	20	14	60	69	69	69	0	0.0092
1	737	4138	99	31537	10	19	83	297	290	290	290	0	0.0239
1	738	4156	91	31547	4	20	74	273	269	269	269	0	0.0219
1	739	3888	64	31551	2	20	56	192	201	201	201	0	0.0165
1	740	4303	101	31553	13	15	82	303	295	295	295	0	0.0235
1	741	4110	71	31566	13	20	61	213	211	211	211	0	0.0173
1	742	4130	68	31579	9	20	59	204	199	199	199	0	0.0165
1	743	5016	175	31588	19	20	110	525	461	461	461	0	0.0349
1	744	4109	53	31607	3	15	41	159	156	156	156	0	0.0129
1	745	4207	105	31610	8	20	75	315	299	299	299	0	0.0250
1	746	4397	128	31618	14	20	95	384	353	353	353	0	0.0291
1	747	4319	124	31632	18	13	108	372	350	350	350	0	0.0287
1	748	4202	118	31650	13	13	81	354	327	327	327	0	0.0281
1	749	4187	88	31663	7	20	58	264	250	250	250	0	0.0210
1	750	2384	25	31670	11	20	13	75	84	84	84	0	0.0105
1	751	2257	60	31681	13	13	51	180	182	182	182	0	0.0266
1	752	2027	13	31694	7	20	5	39	48	48	48	0	0.0064
1	753	92	9	31701	4	9	5	27	36	36	36	0	0.0978
1	754	2633	15	31705	9	20	7	45	54	54	54	0	0.0057
1	755	2797	43	31714	28	20	14	129	124	124	124	0	0.0154
1	756	2646	17	31742	7	21	8	51	60	60	60	0	0.0064
1	757	2639	13	31749	5	21	6	39	48	48	48	0	0.0049
1	758	2096	9	31754	5	20	4	27	36	36	36	0	0.0043
1	759	2626	17	31759	5	21	11	51	60	60	60	0	0.0065
1	760	2639	12	31764	3	21	7	36	45	45	45	0	0.0045
1	761	2639	13	31767	8	21	6	39	48	48	48	0	0.0049
1	762	2646	15	31775	7	22	6	45	54	54	54	0	0.0057
1	763	2642	13	31782	7	22	5	39	48	48	48	0	0.0049
1	764	2829	23	31789	7	22	14	69	78	78	78	0	0.0081
1	765	2833	34	31796	15	21	17	102	111	111	111	0	0.0120
1	766	2171	17	31811	7	21	11	51	60	60	60	0	0.0078
1	767	4138	63	31818	18	20	47	189	177	177	177	0	0.0152
1	768	4156	55	31836	19	20	40	165	160	160	160	0	0.0132
1	769	3888	45	31855	11	21	37	135	138	138	138	0	0.0116
1	770	4303	71	31866	19	15	53	213	196	196	196	0	0.0165
1	771	4110	37	31885	12	21	27	111	113	113	113	0	0.0090
1	772	4130	40	31897	5	21	31	120	121	121	121	0	0.0097
1	773	5016	162	31902	52	21	103	486	428	428	428	0	0.0323
1	774	4109	45	31954	11	15	32	135	136	136	136	0	0.0110
1	775	4207	83	31965	27	21	54	249	235	235	235	0	0.0197
1	776	4397	118	31992	34	21	89	354	321	321	321	0	0.0268
1	777	4319	98	32026	12	14	83	294	274	274	274	0	0.0227
1	778	4202	97	32038	31	14	61	291	275	275	275	0	0.0231
1	779	4187	71	32069	25	21	41	213	200	200	200	0	0.0170
1	780	4141	148	32094	5	18	121	444	378	378	378	0	0.0357
1	781	4294	141	32099	72	18	127	423	364	364	364	0	0.0328
1	782	2380	21	32171	1	18	14	63	72	72	72	0	0.0088
1	783	5784	144	32172	6	15	123	432	375	375	375	0	0.0249
1	784	5353	272	32178	33	19	210	816	676	676	676	0	0.0508
1	785	4817	102	32211	5	15	86	306	274	274	274	0	0.0212
1	786	4804	163	32216	44	14	154	489	429	429	429	0	0.0339
1	787	4820	154	32260	9	14	130	462	404	404	404	0	0.0320
1	788	4828	140	32269	15	15	107	420	375	375	375	0	0.0290
1	789	4792	95	32284	11	19	77	285	261	263	263	0	0.0198
1	790	4804	133	32295	29	14	125	399	356	356	356	0	0.0277
1	791	4804	115	32324	59	14	108	345	310	310	310	0	0.0239
1	792	4806	85	32383	12	15	80	255	209	209	209	0	0.0177
1	793	4784	70	32395	8	19	63	210	198	198	198	0	0.0146
1	794	4788	67	32403	6	19	58	201	184	184	184	0	0.0140
1	795	4795	102	32409	15	14	82	306	291	291	291	0	0.0213
1	796	4788	61	32424	17	20	53	183	166	166	166	0	0.0127
1	797	4808	76	32441	6	15	69	228	183	183	183	0	0.0158
1	798	5203	197	32447	23	18	140	591	516	516	516	0	0.0379
1	799	5667	161	32470	21	16	135	483	426	426	426	0	0.0284
1	800	4784	46	32491	9	20	42	138	131	131	131	0	0.0096
1	801	5072	159	32500	11	20	67	477	398	398	398	0	0.0313
1	802	4788	41	32511	5	20	33	123	118	118	118	0	0.0086
1	803	5015	160	32516	12	15	99	480	418	418	418	0	0.0319
1	804	4804	65	32528	6	15	62	195	166	166	166	0	0.0135
1	805	4804	61	32534	26	16	58	183	157	157	157	0	0.0127
1	806	4804	47	32560	10	16	44	141	125	125	125	0	0.0098
1	807	5225	169	32570	14	14	146	507	454	454	454	0	0.0323
1	808	5217	92	32584	9	21	78	276	264	264	264	0	0.0176
1	809	4903	190	32593	16	18	146	570	490	490	490	0	0.0388
1	810	4869	216	32609	16	14	151	648	534	534	534	0	0.0444
1	811	5898	214	32625	24	14	189	642	541	541	541	0	0.0363
